MonthlyCharge,Bandwidth_GB_Year,StreamingTV,Age
134.9509,411.6028202,0,86
127.473844,913.9152886,0,52
162.4653,6771.506746,0,39
255.1555,1553.215778,1,20
147.4564,1212.659466,0,33
192.4404,1318.124689,1,57
142.452604,1408.424309,1,61
207.6094,4308.793771,1,83
139.9512,4779.865673,0,72
162.4833,1143.803066,0,52
200.165175,1733.107782,1,32
142.4827,6388.161243,0,18
147.4713,443.3624779,0,65
187.656,1122.270266,1,64
202.4433,479.1497047,0,67
162.4526,1181.038508,1,45
190.1599,6024.552428,1,84
162.4526,1287.535911,1,28
159.965,6186.049801,0,35
152.509,1599.244733,1,82
194.9525,6200.93166,0,53
114.9658,4846.670476,0,86
220.1149,2186.78593,1,31
242.6281,763.7549084,1,62
217.472533,882.1160656,1,75
164.967,5586.884248,1,43
179.9476,904.6029537,0,34
162.452604,1566.001524,1,52
172.456745,1340.373707,0,60
159.965,4639.90108,0,51
139.9568,1392.096076,1,39
265.1283,5276.196262,1,77
159.9512,5633.418217,0,30
147.478341,261.1185652,0,41
167.4564,5640.198172,0,21
134.9509,3260.745232,0,86
159.965,1245.735579,0,30
157.4836,6004.729268,0,60
182.4676,1515.763354,1,32
225.145743,2436.57146,1,37
124.97808,573.751474,0,46
149.9447,6048.807482,1,23
140.0342,1452.568552,0,88
119.989722,786.3429747,1,47
194.9699,5852.331432,0,79
152.4555,6309.069748,0,22
127.458638,1040.933456,1,63
204.963371,1262.007891,1,22
192.4705,5239.323776,0,41
117.472036,1535.788894,1,73
114.9838,839.5696843,0,68
149.9913,5091.409521,1,21
124.9643,3796.689783,0,19
139.965,5866.495925,0,39
194.9663,2739.364415,0,21
187.6094,5530.883577,1,56
152.5022,859.2099751,0,73
167.4564,4745.339554,0,75
104.9643,726.148196,0,87
184.9496,5218.124457,1,53
117.4872,4596.408358,0,74
139.9349,1046.765683,1,76
137.4686,494.8412692,0,81
152.466,1167.924948,1,64
124.9781,888.4950848,0,23
184.9797,5048.660319,0,82
225.1457,2257.255977,1,30
152.4579,6706.905363,1,30
152.4952,1149.009681,1,59
124.9935,4361.159098,0,51
127.4586,4717.831195,1,75
225.132,1540.445045,1,76
142.485486,756.2815791,1,28
127.482,6002.2228,0,22
92.45514,6280.766215,0,47
184.978458,1597.578464,0,63
167.4564,5862.329668,0,44
230.1051,6010.445763,1,43
187.6094,6365.24676,1,53
245.147,1389.833754,1,24
92.45514,1287.261282,0,73
232.624,6842.591894,1,23
139.9349,1078.567268,1,69
204.9634,4364.211589,1,85
162.446995,1515.532948,0,53
190.127,6572.766125,1,65
184.967,5491.9286,1,42
124.97808,639.5093519,0,38
242.6326,1110.320153,1,31
192.440432,2072.694492,1,68
179.9476,5167.346084,0,64
257.6513,6325.364407,1,83
255.1665,4953.439647,1,38
194.9768,3754.322576,1,48
137.439154,1090.76661,1,25
127.458638,1639.197703,1,82
139.9979,5799.405302,0,77
175.02109,862.0866469,0,76
92.45514,4611.303594,0,79
137.461553,358.4232611,0,55
137.4392,3710.175331,1,37
232.641455,1141.532192,1,85
149.9598,1081.123619,0,63
235.1591,1345.843812,1,62
155.0084,5513.184333,1,58
252.624,4439.207305,1,86
169.9741,1119.402193,0,79
117.487242,976.9718156,0,43
139.9349,856.222981,1,75
217.484,4818.09657,0,88
129.9483,6233.347563,1,24
140.0342,4597.940128,0,78
194.9699,4707.7319,0,69
182.447,1048.841947,0,80
149.9447,5141.180261,1,36
137.4686,924.5326675,0,25
129.9926,1116.324602,0,75
127.4421,946.0176525,0,89
125.0073,4866.25354,0,84
177.6508,5451.095048,1,37
252.6378,1104.049328,1,70
242.6106,1465.534225,1,76
207.609354,738.5002845,1,62
232.624,6827.563026,1,28
117.4686,5981.786697,0,63
197.5169,5814.585969,0,77
127.442069,1416.865765,0,50
162.4818,2000.801151,1,30
107.5286,476.7850753,0,48
190.159922,1070.978131,1,33
117.5152,1286.132827,0,48
202.6362,1481.311788,1,26
164.988941,2576.783187,1,29
169.9378,5341.756379,0,63
187.656,4782.472018,1,74
159.9794,1482.48061,0,85
160.00128,1656.731409,0,64
212.6415,6236.771039,1,70
192.4705,6280.352244,0,20
165.0182,4652.792551,1,71
220.1185,1280.600763,1,43
222.65,5983.812869,1,77
172.4441,489.2316753,1,28
162.4833,1419.94259,0,84
82.49655,5420.067412,0,85
240.114868,2059.200998,1,25
179.9476,1670.944369,0,65
204.961033,1340.685724,0,32
147.4783,810.3780598,0,78
152.4798,6083.416035,1,33
169.937833,382.5347203,0,54
159.980465,1898.877878,0,69
212.6415,6265.224971,1,65
174.9699,6525.625338,0,66
182.476229,1173.415489,0,50
217.4702,6364.501793,0,64
207.6094,6031.136319,1,80
169.9741,4465.392448,0,67
124.9643,1333.45659,0,78
162.4713,4159.078651,1,76
147.4601,834.8359967,0,43
210.127,654.0700617,1,79
207.4811,2913.842578,1,74
242.6143,5025.332968,1,68
147.4713,5579.442865,0,61
204.9496,6013.828131,1,89
207.4673,6335.435305,1,24
127.475,5530.214199,0,80
275.1336,5005.571485,1,22
242.6326,1838.646452,1,67
114.9728,5283.978779,0,44
162.4676,6320.777008,1,47
152.4742,1993.401196,0,67
172.4404,1551.718247,1,45
200.1323,4646.487467,1,76
119.9568,1725.42639,1,38
142.471255,1192.174805,1,34
174.9618,4224.698626,1,29
240.1149,1261.564075,1,34
230.1051,4958.500526,1,61
184.9634,4529.902067,1,21
202.6362,5838.092547,1,31
187.4974,5779.744736,0,83
187.4673,2796.815399,1,40
112.4844,4945.176054,0,88
149.9483,6127.671061,1,43
124.9643,3596.735771,0,24
179.9656,5832.634128,0,43
154.9919,5109.745716,0,70
172.47417,1714.188033,0,59
217.4725,5099.333841,1,45
114.9728,5880.090684,0,26
147.4713,5847.97974,0,44
207.6094,1227.038436,1,47
162.511928,894.6733856,0,46
159.965,5852.816544,0,28
204.963371,834.3144319,1,30
159.9349,654.4586472,1,51
164.9889,6036.666027,1,73
149.9778,1281.098493,0,87
162.4526,520.7155239,1,55
175.006206,1570.345219,0,88
179.947583,953.8934493,0,69
220.118516,1637.201426,1,72
114.972827,364.1402725,0,22
230.105118,695.6222319,1,67
242.6435,5519.682788,1,29
147.4783,5081.322485,0,48
162.460772,1143.685617,0,29
129.9598,5770.223241,0,85
134.9509,4796.464221,0,75
92.45514,5899.437256,0,28
212.6228,6845.831296,1,66
172.4567,5548.443188,0,61
174.9768,1419.012995,1,29
240.1149,5292.78252,1,72
275.1198,5890.997983,1,83
255.1555,950.0977853,1,59
82.49655,4965.419569,0,41
147.4564,6530.78052,0,43
197.4945,6195.809016,1,78
129.9926,1398.226038,0,33
225.1457,1616.617211,1,40
127.442069,1060.026737,0,56
114.9658,907.2332556,0,65
129.9915,6398.841901,0,71
217.4725,6289.621165,1,56
124.9781,5140.00849,0,53
129.9483,4321.771592,1,46
149.9913,6017.868507,1,57
214.9663,1772.729252,0,80
220.1323,1498.783318,1,39
179.9476,5785.96133,0,77
184.9647,5272.029955,0,33
159.9476,5943.184132,0,51
127.4783,5563.341225,0,26
242.6573,1724.050425,1,44
149.9598,6219.238034,0,18
167.4564,5088.760007,0,45
194.9525,1066.183659,0,74
129.9763,5499.615826,1,53
172.4705,1803.766672,0,57
230.1051,5968.666511,1,86
255.133571,3309.919373,1,42
129.9621,5524.916473,1,74
137.468388,1561.128541,1,35
182.4676,5499.021787,1,82
119.9568,1782.001605,1,48
152.4579,5147.07499,1,22
162.4653,6599.040223,0,18
287.6427,1292.497362,1,80
210.1051,1774.439822,1,86
112.4551,5766.913605,0,76
240.1149,6434.683847,1,65
164.9889,5635.275035,1,58
129.9763,1214.354546,1,38
214.966286,2359.530807,0,43
159.9476,5645.623244,0,81
152.5022,5460.921432,0,51
245.147,3238.304359,1,58
172.4404,6714.776908,1,31
197.6288,966.3793761,1,66
149.9447,5417.412777,1,69
172.457857,1144.050351,1,70
245.147,6916.234923,1,20
142.4993,4539.773339,1,66
202.4433,5732.940723,0,68
139.951231,794.9581116,0,52
167.4564,482.1944216,0,26
174.991,1186.8504,1,24
194.9581,5199.488203,1,27
142.5007,1697.166405,0,41
207.4811,730.8534585,1,37
149.984492,824.8053885,0,27
149.9928,5855.929799,0,19
142.4526,4875.213905,1,62
144.9889,1670.183322,1,24
157.483594,1575.683555,0,27
172.5104,5556.021088,0,43
139.979239,1708.614019,0,34
124.9607,929.0075954,0,60
190.127,5739.806189,1,88
182.4433,1598.041286,0,33
184.9634,1403.371015,1,22
182.4833,3871.367991,0,54
132.5127,5208.893265,1,52
139.9979,5461.005526,0,51
242.6326,4054.139668,1,62
159.9349,5893.622644,1,65
240.1149,904.5618908,1,77
104.9629,783.1783931,1,81
137.5165,5473.406858,0,65
164.9785,1258.112414,0,25
267.6427,6823.312804,1,45
152.510442,752.1641496,0,66
127.511223,408.200312,0,87
207.6094,763.7190374,1,23
149.9741,971.0579616,0,48
200.1323,3174.219068,1,58
187.6422,6140.576122,1,50
159.9642,5623.598666,1,57
117.5015,5636.386434,0,85
147.4421,4064.656734,0,86
129.9926,2902.678202,0,78
210.12704,932.6084359,1,31
112.4551,3170.023123,0,87
212.6415,1717.407155,1,40
162.4538,5671.017164,1,73
242.6106,4966.413605,1,26
187.513939,1007.289786,1,66
142.4713,6412.993801,1,69
245.1283,5064.062256,1,78
137.516476,665.4740915,0,50
139.9568,4571.4966,1,67
162.5299,4727.495412,0,33
149.9378,4956.677539,0,82
149.9447,6083.758176,1,24
164.9715,5579.15458,1,23
182.45383,1550.154506,1,26
184.9797,4115.795378,0,88
137.5165,3406.934201,0,23
179.9656,589.6981979,0,85
207.4673,568.2599017,1,69
242.6281,5912.297497,1,58
137.4698,1364.959051,0,49
114.9658,5691.770997,0,49
202.4433,4910.205779,0,25
127.473844,2467.669888,0,42
169.967067,944.331401,0,86
182.4433,1450.000546,0,71
162.4689,582.9171773,0,69
127.442069,1575.771505,0,21
152.4742,1294.614623,0,47
210.1518,1277.067543,1,70
242.6281,5610.672962,1,45
169.9447,447.1773574,1,73
169.9671,799.8803649,0,29
240.1149,1569.259659,1,75
169.9671,5571.995482,0,63
210.1518,5709.290774,1,19
172.4624,387.3140839,1,81
112.4844,1077.237101,0,38
150.0208,1144.770736,0,56
172.5104,5922.812261,0,51
207.481057,767.1879493,1,84
267.664655,1319.229599,1,63
182.45383,744.2470872,1,36
194.9744,841.3922748,0,60
117.4392,4615.321143,1,89
159.965,1654.594685,0,32
275.1336,6246.940881,1,26
175.02109,1926.295645,0,24
172.4742,5116.489299,0,85
149.9378,1403.833391,0,31
104.962874,1215.114995,1,59
162.5007,4668.189279,0,32
129.995,1482.175651,1,62
212.6557,5815.917509,1,32
149.9928,6167.49975,0,27
152.4624,2123.824956,1,69
142.471255,1290.274294,1,71
127.4958,4836.771242,0,80
202.4433,1674.101146,0,25
140.0342,1109.724061,0,50
114.9509,5233.838265,0,80
182.4653,4979.515394,0,21
127.4887,4531.04303,0,43
162.4833,4826.758437,0,18
182.476229,596.3449707,0,55
114.9838,2405.424259,0,36
265.147,6557.309417,1,56
207.609354,1051.833922,1,28
169.944668,521.8726735,1,57
202.65,6427.889022,1,82
184.9715,4206.817797,1,67
112.4551,4205.731492,0,70
182.4653,831.9762364,0,40
139.9349,1676.476901,1,45
159.965,4926.954935,0,73
174.9699,5777.025623,0,80
222.6143,6609.12279,1,49
222.6326,2028.886621,1,52
204.9797,5237.251646,0,70
149.9707,5919.39345,0,40
177.4876,5600.149879,0,25
232.6378,6215.478436,1,80
147.4564,6072.987281,0,30
162.4676,1063.553,1,61
262.610632,1366.71852,1,23
124.9781,352.0824182,0,53
242.610632,1267.731181,1,82
164.9889,5977.806518,1,66
162.497,6197.152457,0,84
147.4564,6018.487781,0,33
169.9447,5061.552514,1,42
159.987503,596.625449,0,67
220.114868,1409.882802,1,86
182.4653,5510.771354,0,58
164.967,1391.823736,1,89
137.4686,5869.077797,0,89
127.482,5446.877589,0,73
127.4601,4702.945848,0,51
242.6326,5322.61702,1,25
192.470522,1437.241364,0,24
245.1457,5179.277309,1,62
142.4526,5434.730554,1,75
194.9663,5638.438682,0,21
184.978458,1000.051774,0,77
167.4847,6356.486114,1,58
174.9882,1918.9486,0,38
174.9882,1058.572083,0,25
154.991856,1283.103476,0,20
252.6378,5993.520721,1,63
257.6841,5599.136827,1,89
114.9509,6393.943282,0,46
152.466,5821.339699,1,42
117.4392,2497.717707,1,20
152.502178,1097.703155,0,60
257.6375,1799.882577,1,53
140.0013,4329.842926,0,62
184.9647,4275.271246,0,83
127.4601,5634.748909,0,32
212.6557,5445.472792,1,70
182.49,4890.236009,0,40
142.5156,5108.903002,0,85
157.4836,5241.582205,0,41
207.6094,1143.400963,1,40
174.991,5202.411958,1,33
235.1372,4194.161012,1,88
124.9607,1527.543295,0,22
152.488401,940.7924479,0,54
192.4885,2063.282237,0,24
129.9621,861.7738077,1,87
149.9447,2264.252412,1,40
137.4686,6078.61865,0,41
139.9875,5801.742401,0,29
164.9889,4368.424816,1,86
142.4827,6407.974398,0,70
179.9476,6054.623559,0,27
187.4847,6056.563368,1,88
117.4858,313.8263132,1,87
207.6094,757.2197489,1,19
157.4698,4930.158658,0,32
147.473844,638.4642534,0,23
245.1612,5385.186807,1,56
104.97808,1965.221779,0,43
159.9642,6339.798083,1,43
209.9931,6286.671937,0,41
240.1149,4868.237911,1,87
242.6281,5500.343313,1,85
129.9915,5149.296023,0,32
182.4653,4325.145663,0,51
132.479779,1354.401018,1,71
200.1465,4899.562179,1,63
117.468591,1317.520342,0,79
139.965,4928.976354,0,73
142.4689,1368.093103,0,19
104.9643,4996.04596,0,34
152.5022,1436.441637,0,35
204.9634,4903.899257,1,46
147.4738,4835.295615,0,75
162.447,883.6816755,0,86
179.9476,1996.584616,0,49
144.9607,6106.543065,0,46
245.1457,6037.103766,1,37
104.9629,2068.186228,1,44
147.460067,476.4598684,0,62
172.4624,4464.887759,1,22
147.4783,5062.064883,0,30
200.1323,1244.63125,1,22
187.6094,5983.767972,1,75
220.118516,1669.202417,1,46
174.9744,5205.750156,0,52
157.4698,292.5858924,0,80
179.9794,5640.714867,0,51
142.4713,6068.222536,1,25
210.138,5271.605896,1,76
152.4624,6553.155711,1,47
172.4579,588.3651083,1,23
137.4836,985.5470101,0,67
252.624,1121.796023,1,50
220.114868,3040.553763,1,27
207.6094,6492.293148,1,30
192.4404,500.6893216,1,82
94.972827,1304.854276,0,49
162.482694,504.8041713,0,86
124.9607,535.7389183,0,81
152.479779,1602.254193,1,73
104.9923,5274.614337,0,41
102.4746,4859.940299,0,72
232.6415,1279.335621,1,41
222.6326,6450.35056,1,83
107.482,4616.664022,0,75
175.0062,1208.719407,0,50
112.4551,770.7911152,0,76
230.1344,860.7975297,1,55
139.9512,4888.502724,0,76
147.4738,2754.774128,0,60
147.4564,991.5989798,0,43
194.9768,5033.743938,1,44
230.1051,4866.033533,1,66
137.4616,5351.253775,0,36
197.483972,1808.311421,0,26
222.65,6041.694748,1,56
219.9902,6491.869404,1,85
160.00128,958.6989908,0,48
127.4601,5614.673422,0,64
172.4742,5575.553256,0,87
134.950905,393.6524652,0,61
184.9634,5012.14381,1,33
92.45514,2108.712631,0,22
114.9509,5269.166004,0,76
240.1149,1419.629707,1,24
185.007692,1039.357983,0,83
182.4762,1033.144943,0,69
184.9496,4408.149328,1,28
169.9447,5758.811211,1,65
219.9902,946.5642973,1,56
184.961,6735.098237,0,49
255.1417,1470.429882,1,20
117.5152,867.4232348,0,36
155.0084,4620.120318,1,35
162.4982,5925.026826,0,71
134.9801,5019.79687,0,53
255.1665,6468.605224,1,57
112.4551,5633.460754,0,37
174.9768,5514.354742,1,26
120.0035,5532.170372,1,47
129.9621,5286.98629,1,83
220.1185,2794.920011,1,55
197.4876,1380.469032,0,25
252.6378,5500.10857,1,76
129.9598,4847.193795,0,67
235.1591,840.8676674,1,40
220.114868,2181.752793,1,63
142.4526,1322.429941,1,55
144.9607,753.7251984,0,66
202.4433,5876.563966,0,52
147.478341,1995.346628,0,44
197.516854,1035.183038,0,23
149.9928,1708.389751,0,19
227.4754,5905.250692,0,84
147.4601,5943.959339,0,72
214.9663,3069.097767,0,33
194.9744,5985.296176,0,19
149.9378,6135.141648,0,74
182.4433,6196.420115,0,68
172.4567,5180.761441,0,57
174.9882,1330.308571,0,68
200.1652,1740.076162,1,86
127.4601,5205.865095,0,57
125.007314,525.3079814,0,71
212.6228,6305.881041,1,24
129.9915,5403.266437,0,62
112.484375,640.9334119,0,57
182.4676,1204.76304,1,36
240.114868,2464.577489,1,59
107.482,6076.755109,0,44
255.1198,6545.503926,1,74
127.4421,2060.536764,0,44
230.1051,5495.763652,1,88
134.9509,1321.951163,0,75
92.5018,4044.807347,0,30
162.4653,1620.224811,0,49
207.4673,6336.386835,1,38
162.447,4835.577166,0,82
159.983,4968.105348,0,85
194.9699,1003.915085,0,78
245.131966,1726.803854,1,31
277.6513,1288.15613,1,61
212.6228,4730.05387,1,34
129.995,5847.186613,1,26
169.9928,1335.552296,0,25
117.468591,2268.392356,0,52
134.9509,906.6526156,0,29
192.4404,3601.393455,1,52
159.965,4462.198964,0,52
149.944668,1718.555203,1,30
137.439154,556.6697772,1,50
232.637807,2138.661668,1,56
117.4686,6327.154101,0,52
184.9715,1196.094746,1,81
182.4676,5232.754859,1,46
257.6549,5898.163738,1,62
184.9939,5426.206923,0,68
152.4884,1086.818163,0,70
190.127,5919.136057,1,37
127.4738,5059.402086,0,53
184.9647,5631.487821,0,84
184.9939,4338.467486,0,58
149.988989,1303.670531,0,29
187.6422,5874.281225,1,42
242.6326,4972.337033,1,77
114.9728,1321.498572,0,62
137.468388,507.6007948,1,31
172.4404,6761.913319,1,53
157.4836,1333.059808,0,65
154.9755,1192.457478,1,50
255.1555,1461.269401,1,76
160.01224,1331.25339,0,47
210.1051,5186.100622,1,80
107.4958,1179.03962,0,23
210.138,5047.950436,1,35
220.1149,6172.045881,1,48
204.949594,2050.67636,1,61
139.9512,820.8726738,0,54
187.656013,1234.244324,1,68
202.6362,3276.40737,1,37
242.628057,1185.892988,1,54
204.949594,1261.177198,1,26
162.4653,5823.6249,0,28
262.6106,6018.077107,1,38
204.963371,1924.903884,1,57
114.9976,4994.314339,0,19
192.4404,625.8895244,1,41
134.950905,1114.020282,0,34
245.145743,2895.881802,1,44
149.9598,1147.311353,0,74
117.4835,6100.344382,0,77
147.456419,823.4933243,0,81
149.944668,1228.657511,1,51
130.0064,5640.896253,0,24
172.47417,884.6278615,0,25
137.4392,1103.759867,1,57
172.4441,1034.993917,1,71
184.9797,6489.765211,0,50
144.960655,481.3363042,0,28
265.147,1018.286618,1,34
182.4433,5655.241249,0,25
252.6378,1282.858382,1,54
232.637807,1692.566285,1,69
169.9447,782.5670721,1,20
177.6508,6067.585868,1,28
220.118516,1693.576099,1,49
114.972827,959.951483,0,57
127.4586,4339.192341,1,25
225.1457,6089.067076,1,33
114.9658,5974.900569,0,69
149.9621,5791.466648,1,48
144.9607,919.239022,0,89
184.967,1209.083545,1,88
149.9928,993.4525617,0,37
184.967019,1828.279015,1,60
174.9882,1228.5527,0,60
139.9861,1000.235232,1,48
275.1336,6263.672907,1,60
144.960655,545.1832765,0,22
159.965,577.1681107,0,39
182.4538,1700.981258,1,18
222.6362,5889.765255,1,29
182.4653,1434.719912,0,49
190.173699,1606.847228,1,79
137.4872,529.8555137,0,24
245.147,6422.525635,1,89
252.637807,1874.789062,1,25
212.6228,5185.798642,1,88
220.1185,6283.625527,1,78
112.4551,1213.799389,0,74
200.1185,2079.326294,1,33
220.1478,1197.913731,1,26
124.9607,5951.771265,0,27
117.4858,626.494018,1,29
277.63748,1710.958869,1,28
232.624,1848.363566,1,53
129.9483,1241.024324,1,37
169.9447,1169.714886,1,18
127.4887,1617.794287,0,72
162.4689,5514.499448,0,82
217.484,6066.50191,0,72
202.682861,882.0985933,1,60
200.118516,1907.242972,1,79
235.1417,6543.668076,1,64
257.6549,6104.448181,1,42
172.462354,1782.747566,1,70
149.9483,693.5702614,1,31
169.992756,441.5863902,0,51
127.4601,3975.383715,0,61
150.006987,534.5843758,0,25
162.4833,4826.083597,0,50
162.4538,6604.249533,1,65
194.9882,5413.209537,0,41
169.9447,826.366889,1,75
162.4713,5507.943409,1,67
152.466,5964.374183,1,80
139.9349,5774.350984,1,49
129.9483,5503.849666,1,73
149.9621,1443.47725,1,66
149.948316,847.110799,1,73
137.469817,1737.873621,0,49
159.964152,729.541703,1,76
159.983006,704.6408647,0,58
169.9378,5953.612372,0,68
147.5031,5081.314229,0,82
92.45514,6208.587013,0,29
114.9838,4546.313629,0,51
220.1185,4194.186085,1,88
235.1417,990.2063632,1,85
117.4835,2291.020179,0,66
152.5022,6097.873428,0,20
124.9781,1131.849487,0,50
222.6281,6398.595369,1,67
184.9853,1418.813901,1,87
207.4811,6486.342263,1,52
127.4601,5017.361668,0,56
197.4725,6576.787992,1,77
270.1604,5639.473416,1,57
162.4937,1678.565511,0,31
262.6106,6150.804869,1,81
137.439154,495.8370195,1,32
127.5112,5791.217393,0,74
222.6362,4735.276139,1,64
142.452604,2743.734408,1,25
182.447,650.4414677,0,79
159.9642,5374.519903,1,45
147.4783,5811.727081,0,76
159.9349,5021.288642,1,55
222.6143,4872.376444,1,19
117.4686,773.2252534,0,62
179.9794,1207.589721,0,57
179.9476,6093.076557,0,51
149.991327,1127.267848,1,31
172.5104,456.0822503,0,61
134.9801,4941.36404,0,48
124.960655,1587.826878,0,89
202.4433,1624.869828,0,68
172.4579,5356.753961,1,80
242.6143,5408.322311,1,31
147.4738,4429.146624,0,55
290.1604,1130.542862,1,33
162.4676,1457.580613,1,32
124.960655,1269.836202,0,34
149.9915,909.7634001,0,62
152.4624,6507.865826,1,20
172.4579,5927.204235,1,41
117.472,5962.571357,1,79
169.9741,2470.214952,0,31
182.4538,2461.030222,1,88
129.962093,1766.074131,1,72
160.0013,5009.452903,0,24
172.456745,901.8793581,0,29
142.5156,938.8632527,0,83
160.01224,286.5451139,0,74
199.990219,2674.568338,1,76
92.45514,740.9934575,0,77
194.9699,6270.108334,0,31
242.6106,6894.321474,1,31
162.4608,1411.701061,0,31
172.457857,1889.642423,1,77
92.5018,1294.950837,0,18
104.9781,1673.87195,0,82
202.65,6036.630597,1,36
184.9785,5651.568466,0,49
232.6228,4726.095224,1,75
202.636202,2205.334092,1,31
169.9741,5386.675909,0,35
182.4538,5346.463188,1,35
172.4624,4835.663594,1,49
149.9621,1237.830202,1,40
137.4684,1313.657019,1,74
230.1051,1332.732935,1,27
179.9476,5874.548599,0,81
127.495766,1224.30253,0,45
142.4689,5278.98567,0,49
102.474625,558.2340556,0,36
235.1591,1078.709113,1,38
147.4783,6122.640412,0,63
112.4551,3277.279641,0,26
167.4564,5799.124998,0,73
175.1331,5478.186769,1,70
129.9483,4630.380688,1,69
207.4974,6051.894924,0,75
164.967019,1099.763014,1,34
210.127,1215.186143,1,56
159.9476,4927.165029,0,24
164.967,6205.739711,1,26
172.4441,6290.205983,1,37
167.4564,1989.102456,0,24
222.65,6431.749062,1,40
227.4754,6321.473272,0,23
114.9509,6193.095055,0,83
147.4738,602.6894614,0,50
162.4713,5040.384412,1,49
117.5152,6173.441338,0,52
255.1336,6933.85068,1,62
137.4836,1967.228079,0,79
255.1336,5307.317588,1,67
129.9926,6237.521195,0,41
182.446995,766.7921091,0,18
139.965,6207.037282,0,18
194.9699,4380.489566,0,23
287.6427,1288.594508,1,22
235.1591,1396.329395,1,34
129.994975,2653.32821,1,19
262.6106,5064.97133,1,60
137.4684,1819.57724,1,56
139.9349,928.6314289,1,40
174.9699,6535.810581,0,83
190.127,4499.020965,1,36
210.1051,4943.554958,1,55
164.9715,6551.009938,1,62
117.4872,1606.689609,0,73
197.5169,5910.47033,0,49
150.007,1083.774656,0,52
194.9699,581.9611419,0,88
144.9607,5386.649919,0,29
247.6647,6106.678679,1,68
164.9647,5360.683391,0,54
144.9607,5837.262258,0,47
162.4713,5161.466055,1,89
152.5022,5508.351465,0,22
275.1198,5112.939726,1,78
162.452604,1712.040252,1,35
159.9512,4581.577784,0,72
242.6281,1946.937264,1,19
114.9509,5715.521871,0,74
129.9483,5958.960225,1,52
187.6094,1892.964163,1,77
182.465269,1469.359942,0,38
202.443347,741.7766988,0,19
112.455141,639.3261343,0,30
184.9647,5894.933334,0,49
252.6378,1187.095148,1,20
212.6228,2397.112902,1,62
129.9621,6745.232916,1,27
137.4872,1400.209069,0,42
235.1372,6856.666585,1,48
142.4689,4188.693579,0,82
247.6647,1328.483312,1,65
92.45514,5118.485777,0,88
204.961,4368.754806,0,35
167.4564,5092.967553,0,20
204.9797,6086.559502,0,56
147.4421,1429.845787,0,51
232.622804,1972.725118,1,79
220.132293,955.0519598,1,59
175.0211,1988.890125,0,52
200.1652,5897.274439,1,80
147.4783,1026.949787,0,74
102.4746,1784.938558,0,68
179.9656,787.75587,0,25
159.9476,6548.644506,0,66
182.443347,1619.817463,0,49
149.9447,1515.274871,1,68
232.641455,1328.568048,1,74
230.1051,5696.26264,1,67
195.0062,1646.32071,0,40
127.4887,4957.154591,0,39
147.4421,5082.031319,0,25
222.6143,1559.647223,1,42
169.9447,1044.205309,1,81
127.478341,1526.143641,0,75
149.937833,1207.740526,0,48
114.9838,5748.451595,0,51
92.455141,1971.551928,0,34
147.4738,4752.863118,0,72
104.9629,411.3879952,1,50
124.9781,5981.238779,0,60
159.9805,4427.375175,0,50
230.1051,2978.208092,1,72
147.4783,373.1383878,0,51
144.960655,941.291001,0,42
127.4421,6107.121136,0,82
200.1185,1451.591007,1,56
127.482,6053.109934,0,40
175.133074,1935.461046,1,47
159.9349,5042.294567,1,86
222.6281,1880.847695,1,57
217.484,756.1541962,0,27
232.62403,1810.319743,1,20
157.4836,5739.899898,0,52
159.9476,6100.656645,0,61
182.4608,6321.378623,0,24
240.1149,5148.276996,1,47
172.4871,4091.156525,1,67
107.4806,406.0999161,1,87
134.9509,5744.210121,0,78
154.975543,1827.283455,1,36
172.4885,5490.29487,0,70
182.467607,1310.382845,1,23
137.4392,5590.582279,1,55
139.983006,2392.203409,0,23
159.9349,1215.994181,1,30
169.9447,381.1393824,1,75
257.6513,5009.989918,1,62
162.4689,6284.979187,0,27
127.4958,1973.062252,0,85
184.9853,1275.385401,1,37
207.4974,1117.284921,0,42
219.9902,4103.440109,1,30
92.45514,506.4720015,0,74
200.165175,1711.601451,1,40
235.1591,6547.536791,1,20
184.9797,5741.788806,0,49
157.4698,804.0993561,0,52
139.965,5082.897328,0,28
187.4673,6557.26466,1,22
149.937833,1554.416773,0,27
172.4733,5280.921374,1,43
197.4725,1151.98874,1,82
204.9496,892.5015342,1,18
184.9634,1164.574248,1,74
117.439154,1582.783024,1,59
92.45514,2063.325487,0,76
177.4945,6873.906816,1,24
207.6094,6377.657916,1,44
200.1185,6060.749169,1,24
204.963371,826.3438621,1,71
242.6106,1667.235527,1,21
184.9496,1435.244426,1,45
204.9797,761.3473324,0,65
142.4713,5031.059535,1,66
117.4392,5407.054485,1,78
245.147,5815.707647,1,24
157.4698,3968.64853,0,88
127.4421,1485.647596,0,64
137.4392,3811.689374,1,73
119.989722,626.5880936,1,40
127.525,4355.447904,0,55
242.6435,6121.654756,1,38
152.4742,6218.382624,0,50
134.980139,1199.466728,0,48
164.971516,1412.478266,1,58
114.9658,944.6665184,0,59
200.1465,5390.230602,1,35
265.1283,1186.556596,1,34
232.637807,1517.166558,1,18
139.934918,2275.16632,1,49
117.4686,6503.687238,0,23
147.4421,335.2998891,0,76
120.0035,3926.009965,1,35
214.9663,5695.993093,0,42
242.6143,868.2420268,1,24
169.9928,450.2597019,0,51
114.9728,5676.566637,0,62
235.1372,6316.02224,1,20
114.9838,4910.178894,0,59
79.97886,5831.541202,0,41
