MonthlyCharge,Bandwidth_GB_Year,Age,StreamingMovies,StreamingTV
192.4404,1617.050793,42,0,1
230.1344,924.0234298,64,1,1
115.0021,1999.438675,27,0,0
137.4684,1313.657019,74,0,1
167.4564,1042.770459,45,0,0
159.965,347.446058,57,1,0
162.4653,1135.537453,38,1,0
222.65,863.525358,46,1,1
222.6281,1746.862212,42,1,1
162.4689,618.6284163,62,1,0
152.4742,1294.614623,47,1,0
147.4564,1153.463764,38,0,0
114.9509,1377.652033,45,0,0
114.9509,2267.103404,77,0,0
175.0211,1019.803014,48,1,0
197.4876,1089.367201,75,1,0
117.4392,1458.027932,18,0,1
124.9643,2025.167432,36,0,0
225.1457,1616.617211,40,1,1
147.4564,2045.813243,55,0,0
124.9607,886.9184762,18,0,0
232.652,860.9528478,61,1,1
215.1591,1360.486206,62,1,1
225.1457,1649.105838,82,1,1
154.9919,1691.271964,39,1,0
149.989,1756.414097,31,1,0
214.9525,1338.619611,54,1,0
222.6326,1385.269228,21,1,1
137.4392,1027.652777,49,0,1
149.9621,927.4696678,42,0,1
152.4742,1514.229261,33,1,0
149.9915,909.7634001,62,0,0
184.967,1209.083545,88,0,1
142.4855,1019.877653,36,0,1
197.484,1351.962079,38,1,0
159.9476,1347.567075,82,1,0
124.9781,716.9177978,22,0,0
139.9568,552.480335,46,0,1
182.4538,664.5638593,37,0,1
275.1336,960.0935745,22,1,1
149.9621,1199.678982,51,0,1
152.4907,786.0813559,73,0,1
92.45514,1213.57856,84,0,0
152.4798,858.2482994,88,0,1
197.5169,744.1347048,64,1,0
240.1149,1398.087425,72,1,1
202.4433,1438.364422,28,1,0
182.4676,695.0268746,25,0,1
194.9744,1289.865177,58,1,0
270.1604,1341.275592,74,1,1
235.1555,2757.839041,87,1,1
139.983,1228.595252,32,0,0
119.9568,1189.261161,27,0,1
177.6508,1904.60275,61,1,1
232.6415,1491.790762,30,1,1
144.9607,1126.457158,60,0,0
212.6415,1119.209524,81,1,1
139.9875,1459.899487,83,0,0
117.4392,837.3072679,63,0,1
172.5104,1876.809732,50,0,0
192.4404,1129.471568,45,0,1
194.9663,1418.327071,30,1,0
202.6362,2089.529125,87,1,1
182.497,708.4028154,70,0,0
172.4441,489.2316753,28,0,1
114.9658,1176.673652,45,1,0
167.4847,2229.929037,35,0,1
129.9483,1241.024324,37,0,1
147.4421,1129.578351,50,1,0
139.9349,1137.986536,34,0,1
117.4392,1453.3619,58,0,1
117.472,1456.609727,42,0,1
127.5067,410.7703918,63,0,0
107.482,1057.31153,78,0,0
257.6375,1640.268544,89,1,1
174.9755,1377.344633,18,0,1
184.9647,984.7206752,89,1,0
132.466,2399.954293,66,0,1
94.97283,983.5423493,53,0,0
104.9629,2068.186228,44,0,1
182.4676,775.6207448,66,0,1
147.4713,2626.362759,85,1,0
214.9663,1274.789671,62,1,0
214.9525,1139.028165,28,1,0
129.9483,1296.523969,55,0,1
147.4564,1527.978319,55,0,0
154.9755,1015.460451,59,0,1
204.9634,1835.681416,28,0,1
127.4421,1094.624835,38,1,0
129.9778,945.5437173,79,0,0
149.9447,1127.193482,34,0,1
142.4526,1771.134878,61,0,1
232.624,1855.20004,71,1,1
242.6435,1194.31166,89,1,1
112.4551,1213.799389,74,0,0
172.4871,2082.760575,39,0,1
144.9607,1835.575859,84,0,0
192.4567,1443.483853,57,1,0
159.9942,1458.518135,64,1,0
137.4616,1099.38854,43,1,0
92.45514,2063.325487,76,0,0
257.6549,1159.364961,53,1,1
225.1457,1340.927976,75,1,1
197.6288,2696.777135,30,1,1
184.9496,1640.315966,78,0,1
149.9778,917.1665939,22,0,0
162.4538,2303.354723,32,0,1
174.9699,1251.894626,78,1,0
184.9715,1880.004543,56,0,1
182.447,650.4414677,79,1,0
149.9447,1515.274871,68,0,1
197.5169,1518.895794,58,1,0
157.4836,558.284596,48,0,0
102.4746,398.8495205,70,0,0
117.472,545.3992275,67,0,1
187.656,1129.173931,24,1,1
127.4601,1735.029687,44,0,0
129.9598,2182.755951,51,1,0
152.466,498.8080579,54,0,1
162.4608,2673.10157,24,1,0
112.4844,1155.835028,39,0,0
237.6549,2037.626802,75,1,1
167.4564,347.3046722,70,0,0
232.6415,1161.766944,36,1,1
179.9794,729.6672295,47,0,0
257.6513,1801.105672,71,1,1
159.9476,1844.506934,51,1,0
172.4733,538.267259,85,0,1
169.9447,1458.177149,79,0,1
194.9525,1183.666028,69,1,0
232.624,1827.741525,32,1,1
117.4858,1309.247153,32,0,1
162.4538,1125.779521,65,0,1
169.9447,1296.081512,20,0,1
255.1198,3575.871459,70,1,1
137.4616,1024.765594,44,1,0
262.6106,1924.414895,19,1,1
172.4441,2141.091982,21,0,1
197.4876,729.7825005,74,1,0
159.9642,562.8048829,66,0,1
149.9776,1248.354542,31,0,1
177.6508,1381.709993,18,1,1
184.9496,1852.013833,37,0,1
127.4586,1152.131327,35,0,1
172.4624,786.1863432,78,0,1
139.9568,2199.664389,61,0,1
114.9509,1613.057137,57,0,0
79.97886,436.2644992,74,0,0
232.6415,1872.389857,19,1,1
184.967,904.3179865,53,0,1
174.9744,2140.11456,69,1,0
202.65,1542.618812,38,1,1
200.1323,1280.101622,74,1,1
144.9607,753.7251984,66,0,0
104.9643,726.148196,87,0,0
182.4608,914.6362933,55,1,0
114.9509,2327.656652,25,0,0
144.9607,463.6732561,20,0,0
174.9755,1065.856964,82,0,1
159.9349,486.381294,89,0,1
169.9671,1349.872551,39,1,0
129.9483,1340.469295,48,0,1
79.97886,1346.569879,24,0,0
160.0013,1217.604663,40,0,0
149.9378,1450.159924,21,1,0
182.4676,503.6435762,59,0,1
187.4847,616.2094946,58,0,1
92.45514,2693.549899,33,0,0
139.9349,1138.754327,35,0,1
144.9889,1670.183322,24,0,1
184.9715,1144.514093,79,0,1
159.9942,1734.504367,40,1,0
159.9875,397.1455126,75,0,0
159.9942,1372.468821,73,1,0
214.9663,838.558113,21,1,0
240.1149,1569.259659,75,1,1
149.9913,711.8546388,68,0,1
172.4441,483.0491679,59,0,1
150.007,1083.774656,52,0,0
127.4421,1782.043347,20,1,0
194.9882,1162.432794,86,1,0
124.9643,320.1072613,27,0,0
137.4836,891.754556,67,0,0
222.6143,2117.66,37,1,1
79.97886,979.2710238,41,0,0
192.4705,1958.174563,29,1,0
220.1149,2186.78593,31,1,1
124.9781,323.751566,57,0,0
199.9902,1997.36133,55,0,1
179.9476,1786.342426,36,1,0
117.4686,1235.844622,77,0,0
124.9781,1657.906578,85,0,0
130.0064,1469.220521,40,1,0
159.9349,880.8737878,54,0,1
187.6094,1892.964163,77,1,1
220.1323,939.0291358,34,1,1
207.4754,1999.64045,21,1,0
165.0182,1417.312047,32,0,1
104.9923,1175.542116,80,0,0
194.9581,773.5217752,49,0,1
117.4835,548.1888179,33,1,0
152.466,923.5059358,65,0,1
230.1344,1648.220152,45,1,1
124.9607,2523.250672,25,0,0
255.1336,1878.869681,29,1,1
159.9349,1743.325286,25,0,1
245.1283,2335.858768,80,1,1
147.4421,1042.786672,76,1,0
207.6094,1143.400963,40,1,1
190.1737,1311.801862,36,1,1
172.4733,624.0528147,87,0,1
159.9476,1497.298277,21,1,0
79.97886,1069.807995,29,0,0
220.1478,1058.563314,77,1,1
242.6281,763.7549084,62,1,1
179.9476,1292.607065,38,1,0
207.6094,1246.19633,41,1,1
182.4608,998.0645117,23,1,0
192.4705,1492.762296,76,1,0
139.9875,956.1671721,69,0,0
184.9496,2281.87219,37,0,1
117.4392,1512.005651,47,0,1
127.4738,1039.131091,86,0,0
162.4538,1512.108737,80,0,1
130.0064,704.9501482,51,1,0
172.4624,1050.342085,25,0,1
129.995,636.2377993,84,0,1
179.9476,2038.787429,47,1,0
200.1185,2079.326294,33,1,1
197.6288,1487.997515,47,1,1
159.9656,1098.532284,75,0,0
104.9629,503.8825694,55,0,1
167.4564,1190.056958,36,0,0
172.4567,1006.71226,46,1,0
235.1372,1696.720466,57,1,1
114.9728,1241.590602,75,0,0
270.1604,2022.556285,50,1,1
235.1591,1396.329395,34,1,1
252.6378,1186.544217,38,1,1
160.0122,1192.115613,64,0,0
242.6106,1667.235527,21,1,1
104.9923,498.4399198,31,0,0
230.1344,1553.750811,26,1,1
79.97886,371.8766911,27,0,0
267.6647,1716.442787,54,1,1
230.1344,932.0065474,77,1,1
152.4555,1786.980349,73,1,0
149.9707,1139.673714,77,1,0
159.9942,1459.766208,77,1,0
164.9853,1245.217129,63,0,1
134.9509,857.5127538,35,0,0
190.127,1671.330908,63,1,1
164.9889,1581.65754,55,0,1
94.97283,830.1003254,41,0,0
124.9643,835.073392,77,0,0
124.9643,1333.45659,78,0,0
242.6143,953.0836423,39,1,1
159.9349,654.4586472,51,0,1
255.1555,1802.889936,22,1,1
222.65,2020.604314,30,1,1
277.6513,1383.764044,32,1,1
149.9598,1147.311353,74,1,0
225.1457,2212.982101,29,1,1
235.1417,1617.064452,77,1,1
217.484,1642.266752,72,1,0
184.9853,1166.167844,32,0,1
167.4564,786.0804243,37,0,0
167.4564,1989.102456,24,0,0
104.9781,1478.755528,31,0,0
187.4974,990.7760503,86,1,0
172.4885,1488.721642,70,0,0
204.9797,761.3473324,65,1,0
162.4689,1836.018288,67,1,0
154.9618,1460.696574,58,0,1
182.447,1475.269918,71,1,0
114.9728,1012.08426,57,0,0
194.9744,1288.655023,82,1,0
172.4624,853.7834038,52,0,1
182.4608,632.4760401,34,1,0
242.6281,776.1387725,56,1,1
217.484,843.7651173,66,1,0
207.4974,1680.906796,85,1,0
124.9781,352.0824182,53,0,0
172.4705,1440.630753,64,1,0
152.4624,1306.002586,38,0,1
132.466,1655.225461,83,0,1
197.4945,1484.886328,35,0,1
104.9629,678.3000196,45,0,1
182.447,875.6471402,44,1,0
240.1149,1145.096989,28,1,1
152.4441,2009.785388,23,0,1
159.983,990.4553964,55,0,0
242.6106,2133.046997,20,1,1
182.4833,971.3001605,28,0,0
112.4551,797.4420172,46,0,0
175.0211,1988.890125,52,1,0
222.6281,1602.940552,48,1,1
92.48802,1028.310241,26,0,0
179.9794,627.8159819,52,0,0
130.0064,879.4853583,54,1,0
257.6375,1944.472438,55,1,1
190.127,1673.34866,68,1,1
120.0049,847.9529065,44,0,0
124.9935,1438.429891,40,0,0
179.9656,1684.817133,87,0,0
230.1344,1904.863682,56,1,1
129.9915,2632.143148,58,0,0
137.4872,451.0754045,60,0,0
134.9509,906.6526156,29,0,0
107.482,1429.357527,45,0,0
220.1615,1745.25049,51,1,1
144.9607,433.9442354,83,0,0
152.4441,1871.35466,24,0,1
207.6094,1090.821866,44,1,1
182.4433,2275.34376,47,1,0
207.4754,2259.107162,25,1,0
114.9509,1510.913118,47,0,0
217.4702,943.0894026,77,1,0
207.6094,1910.19173,76,1,1
207.6094,804.7021179,37,1,1
149.9621,1237.830202,40,0,1
184.9785,1053.952202,22,1,0
192.4705,860.1917234,55,1,0
184.9715,1219.381518,55,0,1
134.9509,382.4167858,80,0,0
152.509,1332.850025,43,0,1
220.1185,895.556806,23,1,1
252.6378,977.9075314,68,1,1
187.6094,1847.226235,54,1,1
95.01949,824.4079658,22,0,0
92.48802,682.9150315,77,0,0
130.0064,1388.750133,58,1,0
150.0208,1099.874685,31,0,0
204.9496,892.5015342,18,0,1
139.983,826.7523349,89,0,0
149.9378,1026.042379,47,1,0
242.6106,3070.896284,70,1,1
194.9882,1214.121186,51,1,0
149.9621,1885.551581,47,0,1
127.4958,362.550034,44,0,0
200.1185,1451.591007,56,1,1
159.9476,1589.460591,41,1,0
179.9794,1407.673878,44,0,0
204.9634,1185.478786,70,0,1
245.147,1187.8922,80,1,1
174.9744,1894.547126,25,1,0
270.1604,3055.521716,46,1,1
245.147,3238.304359,58,1,1
152.4742,1253.931577,61,1,0
152.5104,2254.987769,65,0,0
162.4538,1076.672787,43,0,1
194.9663,1215.716688,56,1,0
204.961,1063.934914,84,1,0
162.4676,2615.647724,68,0,1
162.4818,1058.58579,33,0,1
215.1591,1771.091615,24,1,1
127.5112,636.617816,83,0,0
164.967,2297.2034,57,0,1
129.9621,1503.364958,24,0,1
202.4433,1624.869828,68,1,0
137.4686,700.4813335,84,0,0
172.4705,1475.739164,48,1,0
235.1372,2886.678944,55,1,1
117.4835,1684.339812,68,1,0
207.4811,1566.022939,70,0,1
214.9525,1598.336024,68,1,0
194.9699,2038.974824,81,1,0
220.1323,968.8818009,64,1,1
139.9875,1039.187211,73,0,0
159.9349,910.8338083,27,0,1
104.9643,795.7564584,57,0,0
230.1051,982.7165421,68,1,1
200.1323,1244.63125,22,1,1
114.9509,3041.355145,34,0,0
147.4783,810.3780598,78,0,0
174.9581,2027.493646,75,0,1
174.9768,1855.223588,68,0,1
154.9919,1307.928901,79,1,0
167.4847,3049.419775,51,0,1
197.4702,1218.662597,58,1,0
194.9768,2823.145964,58,0,1
184.9634,866.6314272,89,0,1
220.1185,740.5922353,25,1,1
149.9778,471.7954635,59,0,0
179.9656,1293.256696,31,0,0
169.9378,883.2058714,20,1,0
230.1051,814.3727251,21,1,1
194.9663,1312.11903,68,1,0
152.509,2436.452255,41,0,1
149.9778,799.7665769,37,0,0
159.9875,656.0906255,72,0,0
159.9875,1689.115275,53,0,0
179.9656,982.3393738,45,0,0
175.1331,1672.336606,69,1,1
127.525,702.3872964,63,0,0
207.4673,1705.302867,19,0,1
220.1478,1258.840915,50,1,1
207.4754,1536.363525,87,1,0
130.0244,494.5000388,75,0,0
220.1323,1367.297406,46,1,1
179.9656,941.2227255,87,0,0
137.4616,1129.873915,43,1,0
212.6415,1569.607544,49,1,1
124.9607,1771.850524,80,0,0
152.5104,976.4774375,28,0,0
117.472,468.5975061,73,0,1
147.4421,659.4098323,36,1,0
92.48802,820.0423101,63,0,0
127.4738,983.1469135,44,0,0
119.9568,1052.973308,53,0,1
240.1149,693.3489139,83,1,1
210.138,1060.76878,63,1,1
139.965,1220.191739,29,1,0
242.6326,1211.694229,39,1,1
162.4676,1250.606015,61,0,1
227.4754,1849.418149,34,1,0
192.4705,821.0926195,48,1,0
207.4811,1062.404345,21,0,1
149.9447,1610.068088,49,0,1
114.9509,1454.178463,69,0,0
117.4392,1196.239363,69,0,1
137.4392,984.2773024,77,0,1
104.9781,1231.447125,63,0,0
149.9598,1178.979911,85,1,0
194.9581,1593.998248,32,0,1
187.6094,1377.348602,88,1,1
104.9629,453.3963183,28,0,1
127.4887,569.8410423,64,1,0
142.5007,733.0142637,86,0,0
149.9915,1719.698931,49,0,0
104.9781,1145.946987,45,0,0
172.4705,2065.691215,34,1,0
162.4689,992.4258553,36,1,0
162.447,2167.855557,73,1,0
232.6415,512.1675846,87,1,1
162.4526,520.7155239,55,0,1
137.4684,362.0020605,78,0,1
152.4624,944.6151981,50,0,1
107.4806,724.4378895,77,0,1
147.5031,699.360769,31,0,0
197.4702,1348.318284,47,1,0
184.9797,873.3472232,87,1,0
182.4676,877.0780549,85,0,1
182.447,619.2614035,49,1,0
197.4876,1964.367635,51,1,0
144.9607,868.497965,35,0,0
252.6378,1211.320081,35,1,1
210.127,2774.912011,27,1,1
235.1591,1270.455838,43,1,1
152.4624,850.0650584,87,0,1
197.4725,1558.694988,70,0,1
125.0073,616.6230151,78,0,0
182.4433,1629.696337,32,1,0
104.9643,764.4832553,55,0,0
147.4738,814.9942633,64,0,0
142.4526,1384.04032,57,0,1
182.497,1321.610648,23,0,0
114.9509,1991.629188,44,0,0
127.4601,1096.59855,34,0,0
207.6386,981.8469749,20,1,1
242.6435,1870.593916,77,1,1
232.6228,808.114485,75,1,1
169.9447,1278.614923,24,0,1
157.4836,1934.499334,45,0,0
162.4713,945.4518917,54,0,1
164.9785,1258.112414,25,1,0
220.1615,2605.553463,23,1,1
164.9853,2563.027756,46,0,1
287.6427,1885.394921,85,1,1
230.1051,1294.27991,35,1,1
247.6647,2089.325891,34,1,1
194.9581,877.3671989,82,0,1
255.1198,1943.387485,75,1,1
175.0062,1122.243782,69,0,0
144.9889,1685.65475,70,0,1
147.4421,645.1544646,63,1,0
172.4555,1006.466252,68,1,0
197.6288,974.6526364,63,1,1
157.4836,1081.276543,55,0,0
144.9889,1166.216656,45,0,1
157.4836,488.2314263,30,0,0
235.1591,3076.415699,35,1,1
187.6422,2429.237651,32,1,1
202.6829,1090.927055,39,1,1
174.9744,1436.32927,68,1,0
240.1149,1672.619185,77,1,1
172.4404,2123.830793,87,0,1
290.1604,1130.542862,33,1,1
222.6654,2100.528824,60,1,1
179.9656,1180.250198,30,0,0
207.6386,808.6437867,35,1,1
277.6375,1316.360571,22,1,1
179.9794,1024.783162,70,0,0
149.9928,1708.389751,19,0,0
194.9992,701.4431106,41,1,0
160.0013,1536.961227,65,0,0
139.965,1304.494778,78,1,0
114.9838,1251.456656,57,0,0
147.4783,1026.949787,74,0,0
182.4608,618.5873585,21,1,0
245.1457,1601.761071,75,1,1
182.49,1951.61509,40,1,0
172.4555,1056.212192,26,1,0
232.6228,828.1128045,77,1,1
112.4844,550.0787433,61,0,0
127.482,897.0780053,58,0,0
139.9512,820.8726738,54,1,0
204.9634,782.2940277,60,0,1
137.5165,342.5038822,45,0,0
112.4551,386.0205317,23,0,0
137.4872,453.9726524,45,0,0
214.9525,1157.275128,85,1,0
149.9915,820.2134061,57,0,0
172.4624,1955.226259,51,0,1
114.9728,501.6283743,66,0,0
222.6281,2768.129883,27,1,1
217.4702,1088.018039,25,1,0
117.5152,1286.132827,48,0,0
255.1336,1975.678599,89,1,1
127.4887,1961.987049,30,1,0
220.1615,1507.261366,77,1,1
149.9741,1193.11856,46,0,0
212.6228,2110.283707,65,1,1
184.9634,1613.918447,31,0,1
162.4538,1360.253379,43,0,1
270.1604,2060.344507,40,1,1
184.961,2580.274842,28,1,0
184.9939,688.2220572,41,1,0
172.4579,1017.061783,43,0,1
120.0035,745.7123774,36,0,1
175.0062,814.0807452,86,0,0
232.624,2174.446655,76,1,1
142.4689,1697.797856,25,1,0
192.4404,1594.837225,23,0,1
140.0013,1562.246266,67,0,0
127.5067,1195.35168,25,0,0
240.1149,1419.629707,24,1,1
287.6427,1292.497362,80,1,1
265.1283,1422.55591,56,1,1
255.1417,1470.429882,20,1,1
164.9647,940.3579408,62,1,0
95.00571,888.9198648,57,0,0
137.4686,657.1195012,19,0,0
172.4555,1784.783191,54,1,0
127.4783,1424.784732,71,0,0
200.1185,2705.01162,42,1,1
127.5067,981.9916887,20,0,0
242.6143,1763.825951,31,1,1
230.1344,1256.972232,60,1,1
197.6288,1045.005193,82,1,1
162.4937,1678.565511,31,1,0
114.9658,1343.149177,57,1,0
152.4884,1039.380833,65,1,0
245.132,2171.232828,54,1,1
152.509,1599.244733,82,0,1
169.9671,1101.466816,66,1,0
197.5169,1322.416264,29,1,0
149.9915,1318.798135,23,0,0
159.9794,1170.945568,75,0,0
182.4538,772.3849869,49,0,1
169.9741,3632.236502,80,0,0
184.9634,5356.543952,61,0,1
169.9671,5579.99579,20,1,0
137.4392,3811.689374,73,0,1
179.9656,4940.355869,79,0,0
162.4538,3878.380326,42,0,1
117.4686,6430.574874,23,0,0
139.9568,6123.243244,78,0,1
127.4421,5870.579573,38,1,0
162.4676,6554.853473,80,0,1
149.9845,5877.226772,44,1,0
169.9447,5754.802766,50,0,1
142.5007,4815.278288,78,0,0
184.967,6234.682273,24,0,1
152.4555,6715.662535,46,1,0
127.4887,5477.047906,56,1,0
162.4818,4983.596064,58,0,1
202.6362,6398.915423,77,1,1
257.6549,6388.31821,30,1,1
104.9643,5552.61263,47,0,0
127.4421,5942.500538,78,1,0
149.9378,6514.041653,86,1,0
159.9476,6256.139215,56,1,0
130.0064,4983.295874,70,1,0
240.1149,5148.276996,47,1,1
159.9349,5459.257498,27,0,1
159.965,4132.534649,56,1,0
139.9792,5065.133843,35,1,0
197.4876,5979.686067,23,1,0
194.9525,6200.93166,53,1,0
162.447,4434.823362,18,1,0
137.4616,5851.65666,28,1,0
159.9875,6105.925473,34,0,0
175.1331,5832.1205,56,1,1
212.6415,6205.78959,87,1,1
167.4564,6152.279339,28,0,0
177.4876,5978.20414,50,1,0
197.5169,4549.293713,59,1,0
207.4974,4180.815992,28,1,0
212.6228,6845.831296,66,1,1
149.9621,5953.077209,80,0,1
267.6647,6072.907276,22,1,1
184.967,5673.501264,69,0,1
255.1555,6110.01152,19,1,1
127.525,6227.163207,29,0,0
207.6094,6150.658199,67,1,1
267.6647,5502.195694,19,1,1
242.6281,6291.368213,29,1,1
172.5034,5671.821266,80,1,0
139.9568,6177.436257,32,0,1
147.4564,5900.543943,26,0,0
137.4872,5909.817728,38,0,0
172.4742,5575.553256,87,1,0
235.1591,6532.437967,48,1,1
184.9634,5568.099221,42,0,1
220.1149,6815.305528,18,1,1
159.9512,5341.417352,42,1,0
127.482,5179.612997,35,0,0
207.6094,6427.653862,28,1,1
194.9744,5469.381433,64,1,0
139.9512,6206.957458,82,1,0
172.4705,4888.954667,60,1,0
172.4705,6385.746999,50,1,0
117.4858,5964.647059,73,0,1
159.965,6095.07687,41,1,0
159.9642,5556.247274,72,0,1
245.147,4595.920043,30,1,1
287.6427,5990.18794,69,1,1
190.127,5739.806189,88,1,1
104.9629,5935.908059,85,0,1
162.447,6184.630782,75,1,0
265.1283,5917.993233,60,1,1
129.9621,6300.301731,72,0,1
134.9509,5903.828849,39,0,0
127.4601,5634.748909,32,0,0
149.9741,6015.602918,57,0,0
139.9568,4969.32191,24,0,1
242.6106,6070.361595,22,1,1
169.9447,5520.83439,48,0,1
194.9699,5533.105998,40,1,0
147.4421,5311.978852,56,1,0
152.4579,5435.713342,85,0,1
149.9598,5098.53904,35,1,0
159.9794,6565.889584,20,0,0
162.4713,5040.384412,49,0,1
152.4952,4367.397207,52,0,1
147.4421,5718.272878,31,1,0
242.6143,5241.394025,71,1,1
172.4871,5027.299322,80,0,1
192.4705,6286.888744,41,1,0
257.6375,5364.761472,59,1,1
137.4684,5532.302162,66,0,1
230.1344,4966.563579,85,1,1
184.9785,6001.584896,45,1,0
225.1457,6175.505483,47,1,1
92.5018,5664.025426,70,0,0
127.482,4862.205431,45,0,0
139.9512,5808.356444,62,1,0
185.0077,6116.893966,89,1,0
162.497,6197.152457,84,0,0
240.1149,4512.775123,69,1,1
127.5112,5791.217393,74,0,0
235.1372,6131.039453,64,1,1
184.967,5296.643482,30,0,1
182.4676,5017.628209,20,0,1
147.4783,4382.709253,81,0,0
192.4705,5462.625983,83,1,0
172.4705,4152.530591,73,1,0
152.4579,5233.690338,38,0,1
142.4689,4188.693579,82,1,0
217.4702,4445.416771,63,1,0
149.9483,4656.466477,24,0,1
184.9634,5012.14381,33,0,1
192.4404,4721.018056,50,0,1
230.1051,5399.224156,38,1,1
200.1323,5684.731048,45,1,1
147.5031,4823.771422,22,0,0
159.9794,6447.490491,20,0,0
139.9678,3877.950833,38,0,1
127.4738,6271.67502,72,0,0
182.4653,5700.531807,75,1,0
124.9781,5361.461661,33,0,0
235.1372,5638.778543,42,1,1
142.5007,6444.124341,68,0,0
137.4392,3529.172638,55,0,1
127.4421,4363.988222,21,1,0
149.9483,5708.957593,62,0,1
149.9621,5349.831255,82,0,1
137.4872,5962.411724,48,0,0
125.0073,5705.264431,73,0,0
162.4526,5319.773541,84,0,1
212.6415,6638.783919,29,1,1
162.4526,5261.201726,24,0,1
172.4705,6414.916465,77,1,0
172.4885,6343.107984,84,0,0
252.6378,5940.543417,42,1,1
107.5286,4017.126949,44,0,0
139.9678,3946.79376,59,0,1
245.1283,6199.767982,29,1,1
242.6326,5425.51161,63,1,1
262.6106,5725.876807,40,1,1
212.6228,5388.100592,45,1,1
137.4836,5861.996544,65,0,0
174.9581,6311.188879,32,0,1
147.4783,4805.894692,68,0,0
197.4945,5807.061171,19,0,1
104.9781,5707.70468,27,0,0
160.0013,4658.564203,85,0,0
129.9621,5579.495808,45,0,1
159.9349,5583.671778,57,0,1
235.1591,6528.295974,40,1,1
194.9882,4745.32751,64,1,0
147.4738,5246.867359,44,0,0
184.9785,6192.288655,40,1,0
162.4713,5760.908084,33,0,1
127.475,4473.615207,51,1,0
230.1051,6569.215906,43,1,1
257.6513,6689.478561,31,1,1
242.6326,6284.835432,49,1,1
104.9643,6361.142706,44,0,0
220.1149,5168.61323,71,1,1
159.9476,6572.961443,43,1,0
194.9663,4652.212743,63,1,0
172.4567,4955.912119,21,1,0
200.1185,6558.022236,89,1,1
172.4441,5997.071735,88,0,1
162.4538,5659.522313,56,0,1
184.967,4639.026778,63,0,1
194.9525,5616.467158,82,1,0
157.4698,5831.590077,22,0,0
119.9568,6050.818366,51,0,1
130.0064,6304.298349,19,1,0
127.4738,5059.402086,53,0,0
240.1149,5527.671776,58,1,1
149.9447,5417.412777,69,0,1
182.4833,5214.689346,44,0,0
162.5007,5953.091281,46,0,0
262.6106,5202.253182,26,1,1
230.1051,6010.445763,43,1,1
124.9781,5249.37739,52,0,0
117.4835,6044.380838,75,1,0
152.5022,3894.456441,52,1,0
127.4421,6121.42438,28,1,0
172.4404,5208.79271,54,0,1
137.4684,4946.910016,22,0,1
197.6288,6171.048605,20,1,1
182.4608,3965.422778,86,1,0
187.4811,6472.755676,88,0,1
127.4738,5849.296401,37,0,0
200.1652,6075.000814,60,1,1
137.4872,3843.2286,54,0,0
255.1372,5932.37794,20,1,1
147.4421,5828.46448,47,1,0
222.6326,6516.610972,47,1,1
210.1518,6242.695434,43,1,1
255.1665,5701.481448,31,1,1
242.6435,5519.682788,29,1,1
252.624,5209.371279,26,1,1
255.1336,6764.539694,31,1,1
212.6415,5546.135558,45,1,1
139.9512,4113.33849,60,1,0
204.9797,5999.675904,22,1,0
179.9794,5399.848703,40,0,0
204.9797,6086.559502,56,1,0
79.97886,5433.040814,38,0,0
127.4421,6455.138761,67,1,0
172.4848,6130.392142,52,1,0
182.49,5353.001743,60,1,0
184.9963,6691.71698,18,0,1
92.48802,5877.534771,43,0,0
232.6415,4421.565715,61,1,1
149.9378,6448.95087,70,1,0
245.132,6414.954544,60,1,1
114.9728,5529.433476,26,0,0
182.4676,5133.883667,31,0,1
134.9509,4137.953493,50,0,0
214.9663,6230.661267,59,1,0
169.9378,6079.400361,47,1,0
265.1283,5114.91266,71,1,1
182.497,6051.573796,61,0,0
160.0122,5617.036978,45,0,0
242.6143,5260.656937,22,1,1
252.624,6063.51865,82,1,1
144.9889,6192.147248,48,0,1
139.965,4928.976354,73,1,0
152.4579,5879.484066,32,0,1
169.9378,5802.915462,73,1,0
127.475,4118.129556,84,1,0
220.1323,6213.398927,32,1,1
175.1331,5143.531186,72,1,1
149.9621,4324.223957,58,0,1
139.9816,5626.09355,59,0,1
124.9643,5885.410472,39,0,0
150.0208,5674.734009,77,0,0
152.509,5429.301177,85,0,1
114.9728,6210.519966,37,0,0
172.4848,5311.784514,84,1,0
219.9902,4582.182243,78,0,1
252.6378,6222.773491,89,1,1
235.1417,6457.917933,61,1,1
94.97283,6253.491089,38,0,0
172.4579,4517.31047,36,0,1
149.9447,5341.20171,85,0,1
162.4676,6754.62207,23,0,1
210.1051,4019.898568,53,1,1
257.6549,6516.163879,19,1,1
235.1372,5655.227579,32,1,1
147.4421,5407.188993,57,1,0
210.1051,6521.587044,23,1,1
192.4705,4745.745988,64,1,0
182.4676,4144.818142,62,0,1
255.1555,6555.766575,20,1,1
179.9656,5832.634128,43,0,0
129.9598,6121.333453,77,1,0
167.4564,4745.339554,75,0,0
147.4601,4883.516353,47,0,0
114.9728,5771.534863,26,0,0
270.1604,5655.619699,80,1,1
114.9509,6204.366661,74,0,0
149.989,4928.588057,80,1,0
174.9581,5717.290302,19,0,1
169.9447,6042.727068,69,0,1
222.6143,6799.261898,31,1,1
149.9845,5857.190657,24,1,0
149.9707,5278.976104,40,1,0
159.965,5934.247818,68,1,0
