MonthlyCharge,Port_modem,Tablet,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies
197.6288,1,1,1,0,0,1,0,0,1,1
182.4608,1,0,1,0,0,1,1,0,0,1
187.4811,0,1,1,1,1,1,1,0,1,0
127.4738,1,0,0,0,0,1,1,0,0,0
200.1652,0,1,1,0,0,0,1,1,1,1
137.4872,0,0,1,0,0,0,1,1,0,0
255.1372,0,0,1,0,0,1,1,1,1,1
147.4421,1,0,1,0,0,0,0,0,0,1
222.6326,0,0,1,1,1,0,0,0,1,1
210.1518,1,0,0,0,0,1,1,0,1,1
255.1665,1,0,1,1,0,1,1,1,1,1
242.6435,1,0,1,1,0,1,0,1,1,1
252.624,0,0,1,1,0,0,0,1,1,1
255.1336,1,1,1,1,0,1,1,0,1,1
212.6415,1,0,0,0,0,0,1,1,1,1
139.9512,0,0,0,0,0,0,0,1,0,1
204.9797,1,1,1,1,0,0,1,1,0,1
179.9794,0,0,1,1,0,1,1,0,0,0
204.9797,1,0,1,1,0,0,1,1,0,1
79.97886,0,0,1,0,0,0,0,0,0,0
127.4421,0,0,0,0,0,0,0,0,0,1
172.4848,0,0,1,1,1,1,0,0,0,1
182.49,1,0,1,1,0,1,1,0,0,1
184.9963,0,1,1,1,0,1,1,1,1,0
92.48802,0,0,1,0,0,0,0,1,0,0
232.6415,1,0,1,0,0,0,1,1,1,1
149.9378,1,0,1,0,0,1,0,0,0,1
245.132,0,0,1,0,1,1,0,1,1,1
114.9728,0,0,1,0,1,0,0,0,0,0
182.4676,1,1,1,1,0,0,1,0,1,0
134.9509,1,1,1,0,0,1,0,0,0,0
214.9663,1,0,1,1,0,1,1,0,0,1
169.9378,0,0,1,0,0,1,0,0,0,1
265.1283,0,0,1,1,1,1,0,0,1,1
182.497,1,0,1,1,1,1,1,0,0,0
160.0122,0,0,1,1,0,1,1,1,0,0
242.6143,0,0,0,0,0,1,0,1,1,1
252.624,1,1,1,1,0,0,0,1,1,1
144.9889,1,0,1,0,1,0,1,1,1,0
139.965,0,1,1,0,0,0,1,0,0,1
152.4579,0,1,1,0,0,1,1,0,1,0
169.9378,1,0,1,0,0,1,0,0,0,1
127.475,0,0,1,0,0,0,0,1,0,1
220.1323,0,0,1,0,0,0,1,0,1,1
175.1331,1,0,1,0,0,0,0,0,1,1
149.9621,0,0,1,0,0,0,1,0,1,0
139.9816,0,1,1,0,0,1,1,0,1,0
124.9643,1,1,0,0,0,0,0,1,0,0
150.0208,0,0,1,1,1,1,1,0,0,0
152.509,1,0,1,1,1,0,1,0,1,0
114.9728,0,0,1,0,1,0,0,0,0,0
172.4848,0,0,1,1,1,1,0,0,0,1
219.9902,1,1,1,1,1,1,1,1,1,0
252.6378,0,0,1,1,0,0,1,0,1,1
235.1417,1,0,1,1,1,0,0,1,1,1
94.97283,0,1,1,0,1,0,0,0,0,0
172.4579,1,1,1,0,0,1,1,0,1,0
149.9447,1,1,1,1,0,0,0,0,1,0
162.4676,0,1,1,1,0,0,1,0,1,0
210.1051,1,0,1,0,0,1,0,0,1,1
257.6549,1,1,1,0,1,1,1,1,1,1
235.1372,0,1,1,0,0,1,1,1,1,1
147.4421,0,0,1,0,0,0,0,0,0,1
210.1051,1,0,1,0,0,1,0,0,1,1
192.4705,0,0,0,1,0,0,1,0,0,1
182.4676,0,0,1,1,0,0,1,0,1,0
255.1555,1,0,1,1,1,0,1,0,1,1
179.9656,0,0,1,1,0,1,0,1,0,0
129.9598,0,1,1,0,1,0,0,0,0,1
167.4564,1,0,1,1,0,1,0,0,0,0
147.4601,1,0,1,0,0,1,0,1,0,0
114.9728,0,0,1,0,1,0,0,0,0,0
270.1604,1,0,1,1,1,1,1,1,1,1
114.9509,1,0,1,0,0,1,0,0,0,0
149.989,1,0,1,1,1,0,0,0,0,1
174.9581,0,0,1,1,1,1,0,0,1,0
169.9447,1,0,1,1,0,0,0,0,1,0
222.6143,0,1,1,0,0,1,0,1,1,1
149.9845,1,0,0,0,0,1,1,0,0,1
149.9707,0,0,0,0,0,1,0,1,0,1
159.965,0,0,1,0,0,0,1,0,0,1
194.9992,1,1,1,1,0,1,1,1,0,1
222.6362,0,1,1,0,1,0,0,1,1,1
155.0084,0,1,1,0,1,1,1,1,1,0
222.6326,0,0,1,1,1,0,0,0,1,1
152.4579,0,0,1,0,0,1,1,0,1,0
152.4624,0,0,1,1,1,0,0,0,1,0
149.9447,1,1,1,1,0,0,0,0,1,0
187.4673,1,0,1,1,1,1,0,1,1,0
137.4392,0,0,1,0,0,0,0,0,1,0
182.4433,1,1,1,1,0,1,0,0,0,1
255.1417,1,0,1,1,1,0,0,1,1,1
172.4705,1,0,1,1,0,0,1,0,0,1
167.4564,0,1,1,1,0,1,0,0,0,0
149.9598,1,0,1,0,1,0,0,0,0,1
159.965,0,0,0,0,0,0,1,0,0,1
214.9663,1,1,1,1,0,1,1,0,0,1
172.4705,0,0,1,1,0,0,1,0,0,1
142.4713,0,0,0,0,0,0,1,1,1,0
124.9643,0,1,1,0,0,0,0,1,0,0
127.475,0,0,1,0,0,0,0,1,0,1
149.9483,0,0,1,0,0,0,0,1,1,0
169.9378,0,1,1,0,0,1,0,0,0,1
169.9928,1,0,1,1,0,0,1,1,0,0
152.4742,1,0,0,0,0,0,1,1,0,1
147.4893,0,0,1,1,0,1,0,1,0,0
217.4702,1,1,1,1,1,1,0,1,0,1
149.9707,0,0,1,0,0,1,0,1,0,1
172.4871,0,0,1,1,0,1,1,0,1,0
172.4742,1,0,1,0,0,0,1,1,0,1
242.6326,0,0,1,1,1,0,0,0,1,1
159.9476,1,0,1,1,0,0,0,0,0,1
149.9378,1,1,0,0,0,1,0,0,0,1
124.9643,1,0,1,0,0,0,0,1,0,0
102.4746,1,0,1,0,0,1,0,0,0,0
112.4844,1,0,1,1,0,0,0,0,0,0
172.4733,0,0,1,1,0,1,0,1,1,0
92.48802,1,0,1,0,0,0,0,1,0,0
194.9699,0,0,1,0,0,1,1,1,0,1
159.9942,1,0,1,1,0,0,1,0,0,1
240.1149,1,0,1,1,0,0,0,0,1,1
169.9741,1,0,1,1,1,1,0,0,0,0
162.4608,0,0,1,0,0,1,1,0,0,1
149.9915,0,0,0,0,1,1,1,0,0,0
137.4686,1,1,1,0,1,1,0,0,0,0
210.1051,1,0,1,0,0,1,0,0,1,1
242.6573,1,0,0,1,0,1,1,0,1,1
142.4713,0,0,1,0,0,0,1,1,1,0
144.9889,1,0,1,0,1,0,1,1,1,0
235.1417,0,0,1,1,1,0,0,1,1,1
235.1591,0,0,1,0,1,0,1,1,1,1
187.6422,0,1,1,0,0,0,0,1,1,1
204.9496,1,0,1,1,0,1,0,1,1,0
159.9512,0,0,1,0,0,0,0,1,0,1
194.9744,0,1,1,1,1,0,0,1,0,1
132.466,0,0,0,0,1,0,0,1,1,0
194.9992,1,0,1,1,0,1,1,1,0,1
277.6375,0,0,1,1,1,1,0,1,1,1
149.9915,1,0,1,0,1,1,1,0,0,0
162.4526,0,0,1,0,1,1,0,0,1,0
144.9607,1,1,1,1,0,0,0,0,0,0
169.9378,1,0,1,0,0,1,0,0,0,1
159.9476,1,0,1,1,0,0,0,0,0,1
147.4783,0,1,1,1,1,0,0,0,0,0
152.4624,1,1,1,1,1,0,0,0,1,0
114.9509,0,1,1,0,0,1,0,0,0,0
139.983,0,0,1,0,0,1,1,1,0,0
127.4601,0,1,1,0,0,1,0,1,0,0
149.9621,1,1,1,0,0,0,1,0,1,0
182.4676,0,0,1,1,0,0,1,0,1,0
169.9378,1,0,0,0,0,1,0,0,0,1
149.9447,0,1,1,1,0,0,0,0,1,0
204.9797,0,0,1,1,0,0,1,1,0,1
184.9634,0,0,1,1,0,1,1,0,1,0
127.4738,0,1,1,0,0,1,1,0,0,0
222.6326,0,0,0,1,1,0,0,0,1,1
149.9928,0,0,0,1,0,0,1,1,0,0
172.4555,0,0,1,0,1,1,0,0,0,1
207.6386,1,1,1,1,0,0,0,0,1,1
107.482,1,0,1,0,1,0,0,1,0,0
182.4433,1,1,1,1,0,1,0,0,0,1
142.4827,1,1,1,0,1,0,1,0,0,1
147.4564,0,0,1,1,0,1,0,0,0,0
142.4689,0,0,1,0,1,0,0,1,0,1
139.983,1,0,1,0,0,1,1,1,0,0
169.9671,0,0,0,1,0,1,0,0,0,1
152.466,1,1,1,0,1,0,0,1,1,0
255.1555,0,0,1,1,1,0,1,0,1,1
222.6362,0,0,1,0,1,0,0,1,1,1
119.9897,1,1,1,0,1,0,0,1,1,0
174.9744,1,0,1,1,1,0,0,1,0,1
92.45514,1,0,1,0,0,0,0,0,0,0
139.9512,0,0,1,0,0,0,0,1,0,1
152.4624,1,0,1,1,1,0,0,0,1,0
172.4404,0,1,1,1,0,1,0,0,1,0
134.9509,1,0,1,0,0,1,0,0,0,0
149.9776,0,0,1,1,0,0,0,1,1,0
142.4689,0,0,1,0,1,0,0,1,0,1
222.6609,0,0,1,0,0,1,1,1,1,1
217.484,0,0,1,1,1,1,1,0,0,1
114.9509,1,0,1,0,0,1,0,0,0,0
222.6281,0,0,1,0,0,1,1,0,1,1
172.4705,0,0,1,1,0,0,1,0,0,1
164.967,0,0,0,0,0,1,1,1,1,0
117.4686,1,0,1,0,1,1,0,0,0,0
159.9512,1,0,0,0,0,0,0,1,0,1
152.466,1,0,1,0,1,0,0,1,1,0
127.4958,0,0,1,0,1,0,1,0,0,0
192.4567,0,1,1,1,0,0,0,1,0,1
172.4624,0,1,1,1,1,0,0,0,1,0
137.4392,1,0,1,0,0,0,0,0,1,0
270.1604,0,0,0,1,1,1,1,1,1,1
159.9656,1,0,1,1,0,1,0,1,0,0
142.4713,0,0,1,0,0,0,1,1,1,0
152.4624,1,0,0,1,1,0,0,0,1,0
147.4564,0,1,1,1,0,1,0,0,0,0
139.9568,1,0,1,0,1,0,0,0,1,0
102.4746,1,0,1,0,0,1,0,0,0,0
175.1331,0,1,0,0,0,0,0,0,1,1
194.9699,1,0,1,0,0,1,1,1,0,1
165.0182,0,0,1,1,1,0,1,1,1,0
182.4608,1,0,1,0,0,1,1,0,0,1
242.6435,1,0,1,1,0,1,0,1,1,1
117.4872,0,0,1,0,0,0,1,1,0,0
127.4586,0,1,1,0,0,1,0,0,1,0
107.4806,1,0,1,0,1,0,0,0,1,0
232.6415,1,1,1,0,0,0,1,1,1,1
172.5034,0,0,1,1,0,0,1,1,0,1
164.967,0,0,0,0,0,1,1,1,1,0
200.1185,0,1,1,0,0,0,0,1,1,1
200.1323,0,0,1,0,0,0,1,0,1,1
227.4754,0,1,1,1,0,1,1,1,0,1
134.9801,0,0,1,1,0,1,0,0,0,0
187.6094,1,1,1,0,0,0,0,0,1,1
125.0073,1,1,0,1,0,0,1,0,0,0
149.9483,0,0,1,0,0,0,0,1,1,0
114.9838,0,1,1,0,0,1,0,1,0,0
175.0062,0,0,1,1,1,1,1,1,0,0
159.9656,1,0,1,1,0,1,0,1,0,0
92.5018,1,1,1,0,0,0,1,0,0,0
184.9715,0,0,1,1,1,0,0,1,1,0
137.4836,0,1,1,1,0,0,1,0,0,0
252.624,1,0,0,1,0,0,0,1,1,1
159.9794,0,0,1,1,0,1,1,0,0,0
207.4754,0,0,1,1,0,1,1,1,0,1
172.4742,0,0,1,0,0,0,1,1,0,1
204.9634,0,0,1,1,0,1,1,0,1,0
162.5007,0,0,1,0,1,1,1,1,0,0
172.4579,0,0,1,0,0,1,1,0,1,0
217.484,1,0,1,1,1,1,1,0,0,1
222.6362,0,0,1,0,1,0,0,1,1,1
232.624,0,0,1,1,0,0,0,1,1,1
164.9715,1,0,1,1,1,0,0,1,1,0
187.6422,0,0,1,0,0,0,0,1,1,1
144.9607,1,0,1,1,0,0,0,0,0,0
117.4835,1,0,1,0,1,0,0,0,0,1
194.9699,1,0,0,0,0,1,1,1,0,1
79.97886,1,0,1,0,0,0,0,0,0,0
162.4713,1,0,1,0,0,0,1,1,1,0
227.4754,0,0,1,1,0,1,1,1,0,1
152.5104,1,0,1,1,1,0,1,1,0,0
210.127,0,0,1,0,1,0,0,0,1,1
192.4567,0,0,1,1,0,0,0,1,0,1
220.1149,1,1,1,1,0,0,0,0,1,1
112.4551,0,0,1,0,0,0,0,0,0,0
197.6288,0,0,1,0,0,1,0,0,1,1
142.4689,1,0,1,0,1,0,0,1,0,1
124.9643,0,1,1,0,0,0,0,1,0,0
132.466,0,1,1,0,1,0,0,1,1,0
149.9707,0,0,1,0,0,1,0,1,0,1
127.482,0,1,1,0,1,0,0,1,0,0
275.1336,1,0,1,1,0,1,1,0,1,1
114.9838,1,1,0,0,0,1,0,1,0,0
172.4404,1,1,1,1,0,1,0,0,1,0
129.9915,0,0,1,0,1,1,1,0,0,0
177.4945,0,0,1,1,1,0,1,1,1,0
179.9794,1,1,1,1,0,1,1,0,0,0
169.9447,1,0,1,1,0,0,0,0,1,0
104.9643,0,0,1,0,0,0,0,1,0,0
147.4421,0,0,1,0,0,0,0,0,0,1
124.9781,0,0,0,0,0,0,1,0,0,0
142.4713,0,0,1,0,0,0,1,1,1,0
194.9768,1,0,0,1,0,0,1,1,1,0
232.652,1,0,1,1,1,1,0,0,1,1
225.1457,1,1,1,0,1,1,1,0,1,1
162.4538,1,0,1,1,0,0,0,1,1,0
184.967,1,1,1,0,0,1,1,1,1,0
192.4404,1,0,1,1,0,1,0,0,1,0
169.9671,1,0,0,1,0,1,0,0,0,1
159.9942,1,1,1,1,0,0,1,0,0,1
172.4555,1,1,1,0,1,1,0,0,0,1
162.447,0,0,1,0,0,1,0,1,0,1
139.9568,0,1,1,0,1,0,0,0,1,0
275.1198,1,1,1,1,0,1,0,1,1,1
277.6513,1,1,1,1,1,1,1,0,1,1
162.447,1,1,1,0,0,1,0,1,0,1
214.9525,1,0,0,1,0,1,0,1,0,1
119.9568,0,0,1,0,1,0,0,0,1,0
232.6228,0,0,1,0,1,1,0,0,1,1
265.1283,0,0,0,1,1,1,0,0,1,1
207.4673,1,0,1,1,1,1,0,1,1,0
164.9647,1,0,1,0,1,1,0,1,0,1
105.011,0,1,1,0,0,0,1,1,0,0
252.624,1,0,1,1,0,0,0,1,1,1
152.5022,1,0,1,0,1,1,1,0,0,1
137.4392,0,0,1,0,0,0,0,0,1,0
137.4836,0,0,1,1,0,0,1,0,0,0
130.0064,1,1,1,0,1,0,1,0,0,1
139.9875,1,0,1,1,1,0,0,1,0,0
184.9634,0,1,1,1,0,1,1,0,1,0
124.9781,1,0,1,0,0,0,1,0,0,0
242.6281,1,0,1,0,0,1,1,0,1,1
200.1323,0,0,1,0,0,0,1,0,1,1
152.4798,1,0,1,0,1,0,1,0,1,0
139.9816,0,1,1,0,0,1,1,0,1,0
182.4433,1,0,1,1,0,1,0,0,0,1
92.5018,0,0,1,0,0,0,1,0,0,0
114.9728,1,0,1,0,1,0,0,0,0,0
232.6228,1,1,1,0,1,1,0,0,1,1
275.1336,0,0,1,1,0,1,1,0,1,1
124.9607,1,0,1,1,0,0,0,0,0,0
192.4404,0,1,1,1,0,1,0,0,1,0
149.9621,0,0,1,0,0,0,1,0,1,0
184.9496,1,1,1,1,0,1,0,1,1,0
192.4705,1,0,0,1,0,0,1,0,0,1
137.4392,1,1,1,0,0,0,0,0,1,0
252.6378,1,0,1,1,0,0,1,0,1,1
162.4676,0,0,1,1,0,0,1,0,1,0
182.4608,1,1,1,0,0,1,1,0,0,1
210.1563,1,0,1,1,1,0,0,0,1,1
160.0122,0,0,1,1,0,1,1,1,0,0
94.97283,0,1,1,0,1,0,0,0,0,0
174.9699,1,0,1,0,0,1,1,1,0,1
220.1185,0,0,1,0,0,0,0,1,1,1
139.965,0,0,1,0,0,0,1,0,0,1
150.007,0,0,1,1,1,1,0,1,0,0
139.9979,0,0,1,0,0,0,1,1,0,1
242.6281,0,1,0,0,0,1,1,0,1,1
159.9942,0,0,1,1,0,0,1,0,0,1
265.1283,0,1,1,1,1,1,0,0,1,1
187.4847,0,0,1,0,1,1,1,1,1,0
152.466,1,0,1,0,1,0,0,1,1,0
107.482,1,1,1,0,1,0,0,1,0,0
149.9913,0,1,1,1,0,0,1,0,1,0
137.4836,1,1,1,1,0,0,1,0,0,0
174.9768,1,0,1,1,0,0,1,1,1,0
184.967,1,0,0,0,0,1,1,1,1,0
130.0244,1,1,1,0,1,1,1,1,0,0
169.9447,0,0,1,1,0,0,0,0,1,0
127.525,1,1,0,1,1,0,1,0,0,0
232.624,0,0,1,1,0,0,0,1,1,1
174.9755,1,0,1,0,1,1,1,0,1,0
129.9778,0,0,1,0,1,1,0,1,0,0
275.1336,0,0,1,1,0,1,1,0,1,1
124.9781,1,0,1,0,0,0,1,0,0,0
232.6378,1,1,0,1,0,0,1,0,1,1
162.4827,0,1,1,0,1,0,1,0,0,1
117.4872,1,0,0,0,0,0,1,1,0,0
172.4555,1,1,1,0,1,1,0,0,0,1
207.6094,0,1,1,0,0,0,0,0,1,1
242.6106,1,1,1,1,0,1,0,0,1,1
207.6094,0,1,1,0,0,0,0,0,1,1
144.9607,1,1,1,1,0,0,0,0,0,0
137.4698,1,0,1,1,0,0,0,1,0,0
147.4601,0,0,0,0,0,1,0,1,0,0
167.4847,0,0,1,0,1,1,1,1,1,0
152.4555,1,1,1,0,1,1,0,0,0,1
197.4876,0,0,1,0,1,1,1,1,0,1
137.4392,0,1,1,0,0,0,0,0,1,0
160.0013,0,0,1,1,1,0,1,0,0,0
140.0049,0,1,1,0,1,0,1,1,0,0
197.5169,1,0,1,1,1,1,1,1,0,1
127.4421,1,1,1,0,0,0,0,0,0,1
117.4835,1,0,1,0,1,0,0,0,0,1
125.0073,0,0,1,1,0,0,1,0,0,0
162.4827,1,0,1,0,1,0,1,0,0,1
232.6228,0,1,1,0,1,1,0,0,1,1
149.9778,1,1,1,0,1,1,0,1,0,0
184.9963,1,0,1,1,0,1,1,1,1,0
127.475,1,1,1,0,0,0,0,1,0,1
162.4653,0,1,0,1,1,0,0,0,0,1
124.9781,1,0,1,0,0,0,1,0,0,0
119.9897,1,1,1,0,1,0,0,1,1,0
194.9992,1,0,1,1,0,1,1,1,0,1
159.9642,0,0,1,1,0,1,0,0,1,0
222.6362,0,0,1,0,1,0,0,1,1,1
149.9483,1,0,1,0,0,0,0,1,1,0
172.4579,1,1,1,0,0,1,1,0,1,0
162.447,0,1,1,0,0,1,0,1,0,1
132.466,1,0,1,0,1,0,0,1,1,0
152.5022,1,1,1,0,1,1,1,0,0,1
112.4551,0,0,1,0,0,0,0,0,0,0
139.9568,1,1,0,0,1,0,0,0,1,0
242.6326,1,0,1,1,1,0,0,0,1,1
164.967,1,0,1,0,0,1,1,1,1,0
179.9476,0,0,1,1,0,0,0,0,0,1
227.4754,0,0,1,1,0,1,1,1,0,1
112.4551,0,0,1,0,0,0,0,0,0,0
222.6143,0,0,1,0,0,1,0,1,1,1
212.6228,0,0,1,0,1,1,0,0,1,1
222.6792,0,0,1,1,1,0,1,0,1,1
117.4835,0,0,1,0,1,0,0,0,0,1
187.6094,1,0,1,0,0,0,0,0,1,1
105.011,0,0,1,0,0,0,1,1,0,0
117.5015,0,0,1,0,1,1,0,1,0,0
210.1518,1,1,1,0,0,1,1,0,1,1
162.4689,1,1,1,0,1,0,0,1,0,1
232.624,1,0,1,1,0,0,0,1,1,1
204.9634,1,0,1,1,0,1,1,0,1,0
162.4676,0,0,1,1,0,0,1,0,1,0
242.6143,1,0,0,0,0,1,0,1,1,1
102.4746,1,0,1,0,0,1,0,0,0,0
142.5007,0,0,1,0,1,1,1,1,0,0
162.4653,1,0,1,1,1,0,0,0,0,1
220.1615,0,1,1,1,0,0,1,0,1,1
169.9378,1,0,1,0,0,1,0,0,0,1
124.9643,1,0,1,0,0,0,0,1,0,0
252.6378,0,0,0,1,0,0,1,0,1,1
192.4404,1,0,1,1,0,1,0,0,1,0
215.1591,0,1,1,0,1,0,1,1,1,1
220.1185,0,0,1,0,0,0,0,1,1,1
114.9838,0,0,1,0,0,1,0,1,0,0
212.6415,0,0,0,0,0,0,1,1,1,1
160.0013,0,1,1,1,1,0,1,0,0,0
140.0342,0,0,1,1,1,0,1,1,0,0
79.97886,1,0,1,0,0,0,0,0,0,0
187.4974,1,0,1,1,1,0,1,1,0,1
270.1604,0,0,1,1,1,1,1,1,1,1
149.9378,1,0,1,0,0,1,0,0,0,1
127.5067,1,0,1,0,0,1,1,1,0,0
194.9882,1,1,1,1,1,0,1,0,0,1
265.1283,0,0,1,1,1,1,0,0,1,1
107.4806,0,0,1,0,1,0,0,0,1,0
147.4421,1,1,1,0,0,0,0,0,0,1
182.4676,0,1,1,1,0,0,1,0,1,0
104.9643,0,0,1,0,0,0,0,1,0,0
235.1591,1,0,1,0,1,0,1,1,1,1
162.5299,0,0,0,1,1,1,1,1,0,0
119.9568,0,1,1,0,1,0,0,0,1,0
124.9781,0,0,1,0,0,0,1,0,0,0
149.9598,1,0,1,0,1,0,0,0,0,1
257.6375,0,1,1,1,1,1,0,1,1,1
184.9647,0,0,1,0,1,1,0,1,0,1
175.1331,0,0,1,0,0,0,0,0,1,1
172.4579,1,1,1,0,0,1,1,0,1,0
130.0244,1,1,1,0,1,1,1,1,0,0
152.4742,0,0,1,0,0,0,1,1,0,1
124.9607,1,1,1,1,0,0,0,0,0,0
165.0182,0,0,1,1,1,0,1,1,1,0
242.6281,0,0,1,0,0,1,1,0,1,1
129.9915,0,0,1,0,1,1,1,0,0,0
149.9598,0,0,1,0,1,0,0,0,0,1
245.132,0,1,0,0,1,1,0,1,1,1
137.4392,0,1,1,0,0,0,0,0,1,0
182.4433,1,0,1,1,0,1,0,0,0,1
262.6106,0,0,1,1,0,1,0,0,1,1
210.127,1,0,1,0,1,0,0,0,1,1
242.6435,0,0,1,1,0,1,0,1,1,1
160.0013,0,1,1,1,1,0,1,0,0,0
194.9663,0,0,1,1,0,1,1,0,0,1
92.5018,1,0,1,0,0,0,1,0,0,0
177.4876,0,1,1,0,1,1,1,1,0,1
127.4586,1,0,1,0,0,1,0,0,1,0
112.4844,1,0,1,1,0,0,0,0,0,0
162.5119,0,1,1,1,1,0,1,0,0,1
174.9755,1,1,1,0,1,1,1,0,1,0
184.9647,0,0,1,0,1,1,0,1,0,1
140.0013,1,0,1,1,1,0,1,0,0,0
137.4872,0,0,1,0,0,0,1,1,0,0
152.4579,0,1,1,0,0,1,1,0,1,0
139.9512,1,1,1,0,0,0,0,1,0,1
124.9643,0,0,1,0,0,0,0,1,0,0
149.9913,1,1,1,1,0,0,1,0,1,0
129.9915,0,0,1,0,1,1,1,0,0,0
182.4833,0,1,1,1,1,1,0,1,0,0
184.9797,0,0,1,1,0,0,1,1,0,1
147.4564,1,0,1,1,0,1,0,0,0,0
172.4555,0,1,1,0,1,1,0,0,0,1
252.6378,0,0,1,1,0,0,1,0,1,1
169.9378,1,0,1,0,0,1,0,0,0,1
117.472,0,0,1,0,0,0,0,1,1,0
187.6422,1,1,1,0,0,0,0,1,1,1
147.4713,0,0,1,1,0,0,0,0,0,1
149.9447,0,0,1,1,0,0,0,0,1,0
174.9919,0,0,1,0,1,0,1,1,0,1
129.9483,0,0,1,0,0,0,0,1,1,0
222.6362,1,0,1,0,1,0,0,1,1,1
245.1283,0,0,0,1,1,1,0,0,1,1
140.0013,1,0,1,1,1,0,1,0,0,0
127.4887,1,0,1,0,0,0,1,0,0,1
139.9512,1,1,1,0,0,0,0,1,0,1
220.1149,0,0,1,1,0,0,0,0,1,1
174.9699,0,0,1,0,0,1,1,1,0,1
127.4738,0,0,1,0,0,1,1,0,0,0
127.4783,1,0,1,1,1,0,0,0,0,0
187.4847,0,0,1,0,1,1,1,1,1,0
172.4624,1,0,1,1,1,0,0,0,1,0
159.9942,0,0,1,1,0,0,1,0,0,1
115.0021,1,1,1,1,1,0,0,0,0,0
149.9378,0,0,1,0,0,1,0,0,0,1
232.6228,0,0,1,0,1,1,0,0,1,1
187.4673,1,0,1,1,1,1,0,1,1,0
129.9621,0,0,1,0,0,0,1,0,1,0
235.1555,0,1,1,1,1,0,1,0,1,1
159.9476,0,0,1,1,0,0,0,0,0,1
227.4754,0,0,1,1,0,1,1,1,0,1
192.4404,0,1,0,1,0,1,0,0,1,0
252.624,0,0,1,1,0,0,0,1,1,1
162.497,1,1,1,1,1,1,1,0,0,0
125.0073,1,1,1,1,0,0,1,0,0,0
149.9483,1,0,1,0,0,0,0,1,1,0
92.5018,0,1,1,0,0,0,1,0,0,0
139.9861,0,0,1,1,1,0,0,0,1,0
129.9598,0,0,1,0,1,0,0,0,0,1
172.4404,1,0,1,1,0,1,0,0,1,0
134.9509,1,1,1,0,0,1,0,0,0,0
142.4713,0,0,1,0,0,0,1,1,1,0
127.4586,0,0,1,0,0,1,0,0,1,0
169.9447,0,1,1,1,0,0,0,0,1,0
275.1198,1,0,1,1,0,1,0,1,1,1
277.6513,1,0,1,1,1,1,1,0,1,1
179.9794,0,0,1,1,0,1,1,0,0,0
147.4421,0,0,1,0,0,0,0,0,0,1
149.9928,1,0,0,1,0,0,1,1,0,0
169.9447,0,0,1,1,0,0,0,0,1,0
159.9512,0,0,1,0,0,0,0,1,0,1
142.4526,0,0,1,0,1,1,0,0,1,0
214.9525,0,1,1,1,0,1,0,1,0,1
147.4601,0,1,1,0,0,1,0,1,0,0
149.9776,0,0,0,1,0,0,0,1,1,0
149.9928,0,0,1,1,0,0,1,1,0,0
114.9509,1,0,1,0,0,1,0,0,0,0
202.4433,0,0,1,1,0,1,0,0,0,1
232.6415,0,0,1,0,0,0,1,1,1,1
117.4858,0,1,1,0,0,0,1,0,1,0
127.475,1,0,1,0,0,0,0,1,0,1
265.1283,1,0,1,1,1,1,0,0,1,1
247.6647,0,0,1,1,1,0,1,1,1,1
152.5022,1,0,1,0,1,1,1,0,0,1
124.9781,0,0,1,0,0,0,1,0,0,0
197.484,0,1,1,1,1,1,1,0,0,1
150.0208,0,0,0,1,1,1,1,0,0,0
255.1372,1,0,1,0,0,1,1,1,1,1
210.1563,0,0,1,1,1,0,0,0,1,1
240.1149,0,1,1,1,0,0,0,0,1,1
172.4705,1,0,1,1,0,0,1,0,0,1
149.9741,1,0,1,1,1,1,0,0,0,0
159.9942,1,0,1,1,0,0,1,0,0,1
257.6841,0,0,1,1,1,1,1,1,1,1
172.4404,0,1,1,1,0,1,0,0,1,0
132.466,1,1,1,0,1,0,0,1,1,0
159.983,1,1,1,0,0,1,1,1,0,0
149.989,0,1,1,1,1,0,0,0,0,1
187.4811,1,0,1,1,1,1,1,0,1,0
127.4887,0,0,1,0,0,0,1,0,0,1
137.4872,1,0,1,0,0,0,1,1,0,0
167.4564,0,0,0,1,0,1,0,0,0,0
202.4433,1,1,1,1,0,1,0,0,0,1
157.4698,1,1,1,1,0,0,0,1,0,0
117.4686,1,0,1,0,1,1,0,0,0,0
182.4653,0,1,1,1,1,0,0,0,0,1
139.9349,0,1,1,0,0,1,0,0,1,0
172.4579,1,0,1,0,0,1,1,0,1,0
127.4958,1,0,0,0,1,0,1,0,0,0
182.497,1,0,1,1,1,1,1,0,0,0
79.97886,0,0,1,0,0,0,0,0,0,0
142.4713,1,0,1,0,0,0,1,1,1,0
139.9349,1,1,0,0,0,1,0,0,1,0
132.466,1,0,1,0,1,0,0,1,1,0
104.9781,0,1,1,0,0,0,1,0,0,0
255.1336,0,0,0,1,0,1,1,0,1,1
172.4579,0,0,1,0,0,1,1,0,1,0
229.9931,1,0,0,1,1,1,1,1,0,1
159.9512,0,0,1,0,0,0,0,1,0,1
162.4653,1,0,1,1,1,0,0,0,0,1
137.4872,1,0,1,0,0,0,1,1,0,0
159.9476,1,0,0,1,0,0,0,0,0,1
172.4567,0,1,1,1,0,0,0,1,0,1
162.4653,1,0,1,1,1,0,0,0,0,1
