Age,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Tenure,MonthlyCharge,Bandwidth_GB_Year,Churn_Yes,Techie_Yes,Contract_One year,Contract_Two Year,Port_modem_Yes,Tablet_Yes,InternetService_Fiber Optic,InternetService_None,Phone_Yes,Multiple_Yes,OnlineSecurity_Yes,OnlineBackup_Yes,DeviceProtection_Yes,TechSupport_Yes,StreamingTV_Yes,StreamingMovies_Yes,PaperlessBilling_Yes
41,11.1957,14,2,2,9.742042,230.1344,1647.527241,1,0,1,0,1,0,0,1,1,1,0,1,0,0,1,1,1
48,11.97677,13,1,0,7.852216,197.6288,1274.638992,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1
89,7.594165,7,1,0,10.03423,240.1149,1373.050161,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1
33,12.42915,14,4,0,2.93932,192.4404,824.1074963,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1
36,9.996646,15,1,0,1.20533,212.6415,1192.839844,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0
35,10.83217,14,1,0,6.893142,147.4564,1250.575676,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
19,9.614567,13,2,0,10.42906,107.4958,1638.668955,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
80,11.17967,12,0,0,2.719751,184.9939,586.7907291,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0
21,3.779416,14,4,1,12.674,139.9816,1504.092246,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1
85,9.218716,12,2,1,5.446201,179.9656,589.6981979,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1
29,14.1032,7,0,0,14.26858,232.6228,1937.879436,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1
53,13.31999,11,0,0,9.738632,142.4713,1621.89345,0,1,1,0,1,0,0,0,1,0,0,0,1,1,1,0,1
18,13.25958,15,0,0,2.504861,252.624,900.8621208,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0
86,9.854506,13,1,0,7.100883,169.9928,733.8730965,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1
78,8.776299,13,2,0,10.45843,197.4945,1240.211719,1,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0
62,10.59311,11,0,1,21.42092,192.4404,2120.230349,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0
64,13.24212,11,0,0,34.49234,94.97283,3346.893074,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
70,7.379511,14,2,0,5.799375,187.656,978.4054903,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0
53,10.19102,14,0,0,6.072026,117.4392,1154.151996,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
82,11.45584,12,0,0,14.36438,192.4705,1445.998649,0,0,0,1,1,0,1,0,1,1,0,0,1,0,0,1,0
58,11.22655,13,2,1,2.017622,242.6326,816.9425462,1,0,0,1,1,0,1,0,1,1,1,0,0,0,1,1,0
54,5.511326,9,0,0,9.643609,210.1051,1860.544496,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0
60,10.8419,7,1,1,9.373591,220.1185,1315.586731,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0
29,7.088079,12,0,0,16.22349,169.9741,1747.966742,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1
76,15.68142,13,0,0,1.481935,147.4421,335.2998891,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1
81,6.158194,12,0,2,14.8386,117.4858,1437.800807,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1
55,14.62487,12,1,0,18.76373,139.9875,2143.189724,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0
80,8.060591,13,1,1,6.101406,92.45514,810.6535635,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
77,6.292755,8,0,0,18.4468,275.1198,2046.091342,1,0,0,0,1,0,1,0,1,1,0,1,0,1,1,1,0
79,7.029407,13,1,0,4.180338,124.9607,790.0442858,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
66,13.23763,9,2,1,9.548023,112.4551,1054.031935,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
27,12.83477,12,1,0,2.664026,159.9349,579.0788972,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0
86,5.287302,13,2,0,9.621889,182.497,1023.023077,0,0,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0
88,8.949569,12,1,2,11.09994,147.4421,1114.819074,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0
34,12.09225,14,0,0,7.623523,242.6143,1306.124464,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,0
37,9.046658,12,2,0,12.7637,147.4738,1355.525049,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0
27,10.89462,18,2,0,3.115729,129.9483,1079.325698,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1
33,6.281176,9,2,0,31.44123,214.9663,3069.097767,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1,1
19,12.10602,11,1,1,9.213435,255.1417,1553.257429,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1
86,4.980976,15,0,1,6.358996,242.6143,954.1842126,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1
73,9.593068,13,1,0,7.097053,124.9643,506.014128,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1
22,10.97395,15,1,0,8.081693,230.1344,1512.206567,1,1,0,0,1,0,0,1,1,1,0,1,0,0,1,1,1
46,14.14099,15,1,0,4.570915,197.4725,1418.137965,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0
44,7.408283,10,0,0,3.590398,267.6647,1173.536496,1,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1
19,12.4846,11,0,0,12.5247,204.961,1555.075783,1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,1
74,8.589777,13,1,1,5.257695,204.9634,1026.361306,1,1,0,0,1,0,1,0,1,1,0,1,1,0,1,0,0
86,13.58291,7,1,0,1.005104,114.9976,252.1141473,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1
85,7.941608,12,2,0,6.165028,194.9699,934.5432733,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,1,1
42,9.884995,17,0,0,20.66493,187.6094,2616.607102,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0
81,5.663218,16,0,1,15.39326,132.466,1921.908003,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0
37,6.589354,7,1,1,8.752114,147.4738,1180.747336,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1
62,11.47442,10,0,0,9.882614,190.1599,1596.133478,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,1
85,12.48017,9,1,0,3.657847,197.6288,978.0906718,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0
31,6.900384,13,0,0,28.2824,137.4836,2945.865945,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0
27,15.81274,13,0,1,4.72236,169.9447,865.1029349,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0
74,9.781433,16,0,0,8.386574,142.4526,1474.927731,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1
62,11.91904,14,0,0,14.6317,104.9643,1655.231847,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1
48,13.62885,12,1,2,14.55,184.9797,1990.499153,0,1,0,1,1,1,0,0,1,1,0,0,1,1,0,1,1
73,11.11805,14,2,3,10.90922,162.5299,1473.227973,0,1,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1
66,10.89684,7,1,0,11.51439,140.0013,1559.33881,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1
69,7.85726,14,0,0,13.72584,127.4738,1835.292593,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0
40,10.54632,16,0,0,1.302103,160.0013,511.2155972,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0
42,8.111689,10,5,0,1.940789,142.4993,754.1266839,1,1,1,0,0,0,0,1,1,0,1,1,1,0,1,0,0
75,11.52428,11,1,1,7.495947,169.9447,826.366889,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0
69,10.39457,14,0,0,15.88445,152.4579,2131.892874,1,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0
33,14.5768,9,0,0,8.666281,157.4836,1062.367672,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,1
87,9.36669,14,1,1,2.970609,194.9744,511.1215788,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1,1
57,8.780371,12,1,0,11.00328,179.9794,1207.589721,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0
56,13.19067,16,0,0,5.21614,214.9663,1019.501584,0,1,0,1,1,0,1,0,1,1,0,1,1,0,0,1,0
55,8.326264,10,0,0,8.813715,129.9621,1426.604038,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
28,13.01916,15,2,0,13.04025,255.1417,1792.010429,1,0,0,0,1,0,1,0,1,1,1,0,0,1,1,1,1
64,10.24432,15,1,0,21.29638,154.9755,2558.308043,1,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0,0
40,10.74957,10,0,0,4.86918,137.4978,760.8370835,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1
82,13.49982,12,1,1,5.145314,230.1051,972.1523011,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1
22,8.799383,9,1,0,17.22292,107.4806,1769.609462,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,1
22,11.69401,9,0,0,2.348003,104.9923,562.038508,0,1,0,0,1,1,0,1,1,0,1,1,0,0,0,0,1
56,9.943855,14,0,0,4.629362,194.9992,801.1054209,0,0,1,0,0,0,0,1,1,1,0,1,1,1,0,1,0
50,11.84814,12,0,0,9.197686,162.4676,1685.817734,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1
40,12.78424,11,2,0,7.816759,207.4811,1299.583627,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1
41,8.414471,10,1,0,3.230823,184.9496,1178.011696,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1
52,5.325341,13,2,0,4.655119,139.9792,843.1843931,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1
53,13.70512,11,1,0,8.931572,114.9976,979.002185,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1
64,10.50151,10,1,2,2.567035,184.9785,717.8935328,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,1,1
50,14.55915,11,0,1,4.066843,154.9755,1192.457478,1,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1
67,10.56848,16,1,0,10.86326,194.9699,1265.450999,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,1,1
89,10.42906,9,0,0,32.73358,257.6549,3343.612596,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1
63,13.70652,16,0,1,4.422442,127.475,479.3287784,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1
77,9.908836,16,1,1,6.611696,202.4433,805.2130716,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,1,0
25,4.721154,9,1,0,7.778058,124.9643,965.4661617,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
52,10.33061,12,1,0,6.247141,197.4945,1118.046807,0,0,1,0,0,0,1,0,1,1,1,0,1,1,1,0,1
75,4.160642,16,1,0,13.10595,95.01949,1424.90105,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1
38,7.660265,10,0,0,8.920338,102.4746,1003.68472,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,1
24,8.754383,12,3,1,7.369734,120.0049,1622.201707,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0
20,2.526424,9,3,0,8.160495,162.4608,1689.545339,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1
26,14.59806,13,1,1,8.30949,202.4433,1080.752449,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1
54,6.670145,17,0,3,20.44277,157.4698,1826.132589,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1
47,13.91424,12,1,0,7.626943,207.6094,1227.038436,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1
75,5.824936,14,0,0,2.326316,222.65,768.9098018,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,1,0
25,13.53181,11,0,0,2.142469,174.9882,1058.572083,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0
50,9.501785,10,1,0,7.233075,252.624,1121.796023,1,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,0
58,12.40481,12,2,1,23.49138,200.1323,3174.219068,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1
31,9.276057,9,0,0,2.086344,242.6326,1110.320153,1,0,0,1,0,1,1,0,1,1,1,0,0,0,1,1,0
74,8.73874,8,1,0,13.41057,222.6609,1765.087747,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0
31,9.947737,16,1,0,4.008932,204.9634,880.3136958,1,0,0,0,1,0,1,0,1,1,0,1,1,0,1,0,1
78,8.993714,10,0,0,25.43212,252.6378,2864.553994,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1
70,7.540891,12,1,0,11.38257,162.4937,1294.33801,1,0,0,0,0,1,0,1,1,0,0,1,1,1,0,1,1
62,12.56449,9,1,0,13.25185,139.983,1639.020185,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1
68,5.25407,9,0,1,5.733719,127.4601,918.1830814,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
53,10.19024,12,0,0,11.9008,112.4551,991.6569518,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0
42,13.00084,9,1,0,7.022294,187.4673,1482.762683,0,0,1,0,1,1,0,0,1,1,1,1,0,1,1,0,1
37,6.157267,15,0,0,8.770703,187.6422,1265.511252,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,1,1
48,13.42292,13,1,0,3.08219,222.6143,1316.126296,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0
19,15.43347,14,4,0,4.538742,142.4689,1368.093103,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1
65,9.651504,9,1,0,8.525122,127.4887,889.7590173,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0
77,8.895333,13,1,1,2.09202,207.6094,628.1057927,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0
36,14.01608,13,2,0,9.312768,92.48802,983.5145753,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
67,18.85173,14,1,1,16.74968,159.9794,2099.998325,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1
82,14.55933,12,1,1,6.162825,127.4887,702.030012,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1
23,9.948834,17,2,1,1.578151,172.4579,588.3651083,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1
68,8.429886,12,2,0,10.29135,245.147,1859.062929,1,1,1,0,1,0,0,0,1,1,0,0,1,1,1,1,1
27,6.951936,11,1,1,4.01663,147.4421,734.4252105,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1
61,15.91653,8,2,0,10.70081,104.9781,1417.244497,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
25,8.61041,9,3,0,7.890442,164.9715,1593.482092,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0
82,4.261131,17,2,0,15.68627,114.9658,1448.715638,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1
29,11.77268,13,2,0,11.5365,200.1323,2105.034412,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,1
87,8.174687,14,2,2,10.88054,235.1591,1480.104233,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,1
38,11.81952,11,0,0,4.198245,235.1591,1078.709113,1,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0
57,12.36764,17,1,2,5.500175,154.9618,1407.105672,0,0,1,0,0,1,0,0,1,0,1,1,0,1,1,0,1
37,13.24075,14,1,0,15.37432,129.9598,2007.890075,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1
35,10.94083,6,0,1,6.435125,207.6386,1132.054698,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,1,0
76,9.664338,10,1,0,5.377803,242.6106,1465.534225,1,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1,1
21,10.3827,10,1,0,11.98109,222.65,1967.055899,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0
21,4.900081,16,2,0,4.418665,152.4742,1290.002306,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1
36,11.92268,9,1,0,26.14972,152.4555,2957.287141,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1
84,5.200476,11,1,0,3.430472,287.6427,924.9352116,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1
33,7.547212,13,0,0,9.104003,220.1185,1305.935649,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1
51,13.00676,13,2,0,3.932102,129.9483,928.1223375,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1
33,12.55796,13,2,1,2.473299,139.9568,787.5389871,0,0,1,0,1,1,1,0,1,0,1,0,0,0,1,0,1
80,11.07131,6,0,1,9.8256,127.4421,1306.270891,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
76,11.87557,9,1,1,5.614935,144.9607,617.0043032,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1
47,13.96763,16,2,2,8.475773,150.0208,1139.265638,0,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1
52,11.29188,13,0,0,14.14568,182.4676,1531.785841,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,0,1
42,15.74148,11,0,0,7.62689,179.9794,959.3986136,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,1
62,9.00959,10,1,0,3.199643,159.9805,577.5034833,0,1,0,1,1,1,0,1,1,1,0,0,0,1,0,1,1
76,8.208604,12,1,0,6.833364,159.9805,798.557141,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0
55,10.32806,13,1,1,3.250618,197.6288,889.1589238,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0
81,7.75167,13,1,0,9.820347,169.9447,1044.205309,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1
78,7.231501,11,2,1,3.488459,265.147,1023.807054,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0
42,8.890669,12,0,0,13.21976,207.4811,1680.40703,0,0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,1
34,6.131562,12,1,0,2.758928,117.4872,777.0645087,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1
30,10.05201,11,1,0,1.399445,159.9794,901.9731056,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1
52,12.35651,11,1,1,15.91192,184.9634,2214.777592,1,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,1
70,9.920573,12,0,1,5.595446,147.4421,630.454611,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
38,11.36728,12,0,0,17.30249,139.965,2224.045421,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
35,10.7329,10,0,3,18.1201,79.97886,1683.407282,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
48,9.29595,11,1,1,26.06474,172.4705,2960.453451,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0
40,6.610095,10,2,0,5.018901,149.9621,798.4043093,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1
77,9.060003,5,0,0,6.053801,169.9378,800.6201669,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1
49,10.22148,13,1,1,2.366635,207.6094,773.1936845,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1
52,10.63881,18,1,0,1.669639,194.9744,498.5585239,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,1,1
25,4.391327,11,0,0,7.038169,200.1465,1280.711037,1,0,0,0,1,0,0,1,1,0,1,1,0,0,1,1,1
46,13.56912,10,1,1,11.40214,147.4783,1326.326983,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1
61,12.20515,14,0,1,33.19612,149.9621,2960.494504,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1
71,8.156063,10,1,0,2.198687,172.4624,410.7935286,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0
43,10.72443,9,2,1,14.16299,212.6695,1890.634177,1,0,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1
52,9.762926,12,3,0,6.408823,132.5127,874.6357853,0,0,1,0,0,0,0,1,1,0,1,0,1,1,1,0,0
50,4.125868,9,1,0,2.438513,139.9678,520.3000287,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0
22,8.367107,13,1,1,21.51433,232.6228,2554.531054,1,0,0,0,0,1,1,0,1,0,1,1,0,0,1,1,1
52,6.239127,10,1,0,2.235315,149.9778,458.7691639,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0
50,11.75093,11,5,1,4.541407,227.4754,895.8563668,1,0,1,0,0,0,1,0,0,1,0,1,1,1,0,1,0
52,11.26452,10,0,0,5.107455,129.9483,1113.503645,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
81,4.955493,13,1,0,13.79595,187.6094,2034.534213,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0
59,14.66262,9,1,0,2.09057,184.9634,1028.550477,1,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,1
30,10.35877,15,2,0,2.068518,194.9663,1291.115762,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1
36,11.39904,11,2,0,2.866331,162.4713,608.6804201,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,1
31,9.170457,16,1,1,22.48816,169.9741,2470.214952,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,1
62,15.78884,14,1,0,7.235576,159.983,732.5653824,0,0,0,1,1,0,1,0,1,0,0,1,1,1,0,0,1
29,6.130264,13,0,2,19.70995,194.9663,2592.211229,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0
72,8.936454,13,1,0,7.368353,162.447,1379.566758,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0
57,11.36485,13,1,0,8.334589,172.4885,1447.593195,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0
59,15.6492,14,0,0,10.30326,127.4783,1463.304212,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1
32,7.621504,16,0,1,10.94068,182.4676,1326.472227,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1
26,8.180859,12,0,0,15.49592,129.9621,2116.26369,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
36,9.986819,17,0,0,15.19686,159.9794,2095.117873,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
36,10.39631,10,3,1,14.91488,92.45514,1851.710555,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
71,4.826642,13,1,0,8.710976,184.9496,1450.84591,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1
21,8.959582,9,0,0,14.17125,227.4754,1841.554887,0,0,1,0,1,0,1,0,1,1,0,1,1,1,0,1,1
51,8.907172,14,4,0,16.96026,184.9785,1796.010353,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,1,0
62,11.4166,6,1,0,1.616979,139.9349,962.2206823,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1
40,14.11831,8,2,0,1.115115,169.9378,373.4091813,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1
32,7.210336,16,0,0,17.31427,147.4713,1735.70733,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1
25,15.82529,13,0,0,5.013991,130.0064,952.2685798,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0
48,9.217675,10,2,0,3.983529,169.9447,704.9286558,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0
49,13.98017,16,1,0,25.43027,124.9781,2198.49291,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1
72,11.19035,12,1,1,20.21413,152.466,1932.932484,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
85,9.069204,15,1,0,5.911652,149.9621,769.3159079,0,0,1,0,1,1,1,0,1,0,0,0,1,0,1,0,1
62,8.815017,13,0,0,1.479514,117.4686,773.2252534,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0
63,15.35795,12,2,2,1.25577,172.4705,1083.905096,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,1
49,7.708801,13,0,0,15.85633,167.4847,2196.848941,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1,0,1
45,11.08855,7,2,2,3.903228,182.4538,634.6695443,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0
55,9.993042,10,1,0,14.9206,184.9963,1652.974278,0,0,1,0,0,1,0,1,0,1,0,1,1,1,1,0,1
58,16.85843,12,0,1,12.98383,184.967,1551.900975,1,1,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1
41,10.06905,12,0,0,15.09343,137.4978,1502.957327,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0
47,7.519369,16,2,0,10.52332,182.4676,1251.370897,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0
41,7.975836,13,1,1,2.343134,192.4404,625.8895244,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0
82,8.67997,20,0,1,7.91447,147.4738,831.3672853,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1
37,12.23484,10,3,1,14.71579,242.6573,2044.702772,1,0,1,0,1,1,0,1,1,1,0,1,1,0,1,1,0
81,15.51451,11,2,0,8.462764,104.9629,783.1783931,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0
38,11.42866,10,0,1,3.319565,174.9882,1170.139527,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1
42,13.92957,13,3,0,4.557348,137.4392,638.0977736,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1
38,5.367668,9,1,0,4.839337,182.447,833.2996999,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1
79,10.81384,13,0,0,13.48223,275.1336,1744.354966,1,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,1
71,13.2598,9,1,0,8.635904,172.4555,1076.282569,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,1
79,9.621132,18,0,0,11.44954,265.1283,1537.073388,1,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,0
59,7.659602,10,1,0,12.51669,270.1604,2408.542735,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
67,13.82812,12,1,0,6.811035,82.49655,696.2689909,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
61,8.689995,17,1,1,12.35438,114.9509,1653.932692,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1
49,7.330021,11,1,1,2.224168,212.6415,1249.968178,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0
